Candidate Number,Forvus index number,Surname,Forename,Gender,Date of birth,AGE,Pupil Inclusion Status Flag,Pupil included in progress 8 calculations,DfE Establishment Number,School URN,UPN,SEN,Has the pupil been eligible for FSM in the last 6 years?,Is the pupil looked after?,Has the pupil been adopted from care?,Is the pupil disadvantaged?,EAL Group,KS2 Prior Band,Student's ethnicity,Deprivation indicator - IDACI score,Did the pupil join within the last 2 yrs?,English Bacc?,English & maths GCSEs A*-C?,Entries,GCSE Entries,Entry English EBacc,Entry Maths EBacc,Entry Science EBacc,Entry Humanities EBacc,Entry Language EBacc,Entry ALL EBacc,Achieved English EBacc,Achieved Maths EBacc,Achieved Science EBacc,Achieved Humanities EBacc,Achieved Language EBacc,Entry triple science,Entry multiple languages,KS2 English level (finely graded),KS2 Mathematics level (finely graded),KS2 English TA level,KS2 Mathematics TA level,KS2 English PS,KS2 Maths PS,Prior attainment score in English and mathematics,Score achieved in English,Score achieved in mathematics,Score achieved in 1st EBacc slot,Score achieved in 2nd EBacc slot,Score achieved in 3rd EBacc slot,Score achieved in 1st open slot,Score achieved in 2nd open slot,Score achieved in 3rd open slot,Attainment 8 score,EBacc slots filled,Open slots filled,Pupil progress 8 score,Progress 8 score for English,Progress 8 score for mathematics,Score achieved in Ebacc slots,Progress 8 score for Ebacc slots,Score achieved in open slots,Progress 8 score for open slots,Total score achieved in open slots - GCSEs only,Total score achieved in open slots - non-GCSEs only,Entered all three core science pathway subjects,Science EBacc PS (VA),Humanities EBacc PS (VA),Language EBacc PS (VA),KS2-4 predicted PS for 'EBacc Science' VA,'EBacc Science' VA score,KS2-4 predicted PS for 'EBacc Humanities' VA,'EBacc Humanities' VA score,KS2-4 predicted PS for 'EBacc Language' VA,'EBacc Language' VA score,Pupil level Maths pathway flag,Pupil level English pathway flag,Pupil level Science pathway flag,Maths exclude previous school,English exclude previous school,Science exclude previous school
,,,,F,,15,401,1,691372116,,ff92c5f3-3b04-450a-8331-da376bacbeba,N,0,0,0,0,2,2,AIND,0,0,Y,,8,8,1,1,1,1,1,1,1,,,,,,,4.97,5.21,3,3,31,29,4,11,11,4,5,6,6,4,4,58,2,2,0,0,0,11,0,16,0,13,3,,5,5,4,5,0,5,1,6,1,0,0,0,0,0,0
,,,,M,,15,401,1,768031723,,df1bc830-717f-43d6-9c37-b9794961332c,K,0,0,0,0,2,3,REFU,0,0,Y,Y,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,4.69,5.54,5,3,20,19,4,12,16,7,6,6,5,6,6,69,3,3,1,0,2,20,2,19,0,16,3,,6,5,7,4,2,,,5,2,0,0,0,0,0,0
,,,,M,,15,401,1,819517203,,25b22882-e72b-4ac2-af77-76d57e1001aa,N,0,0,0,0,1,1,WBRI,0,0,,Y,9,9,1,1,1,,,,1,,,,,,,5.74,3.96,4,3,34,34,4,9,11,4,3,0,6,6,3,41,2,3,0,0,1,9,0,16,0,16,5,,1,1,0,4,-1,4,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,712165735,,8f82b4ea-0082-40f2-a3bc-f4a5354c856e,N,0,0,0,0,1,3,WOTH,0,0,Y,Y,10,12,1,1,1,,1,1,1,1,1,,1,1,1,5.42,5.13,4,5,24,24,5,15,16,8,7,6,6,6,5,77,2,3,1,1,2,23,1,18,0,23,0,,7,1,8,6,1,,,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,777574063,,0c349e50-c278-4a30-8e41-447fd3abac1a,N,0,0,0,0,2,2,APKN,0,0,Y,,9,10,1,1,1,1,1,,1,1,1,,1,1,,5.1,4.69,5,4,23,24,4,11,12,5,6,5,5,5,5,55,3,2,0,0,0,17,0,16,0,18,0,,5,3,3,5,0,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,783505342,,a496d80c-1e50-4b18-8d7f-0d3d543bf816,N,0,0,0,0,1,4,WBRI,0,0,Y,Y,11,10,1,1,1,,1,1,1,1,1,1,1,1,1,5.32,5.67,5,5,28,30,5,12,14,9,7,6,7,6,5,71,3,2,0,0,0,24,0,20,0,17,1,,7,4,7,6,0,,,6,0,0,0,0,0,0,0
,,,,M,,15,401,1,712481658,,8bc605b9-e461-4224-a7e8-166908d3b7a0,N,0,0,0,0,2,3,WBRI,0,0,,Y,11,10,1,1,1,1,1,,1,1,,1,,,1,4.86,5.25,5,4,16,19,4,9,11,6,4,5,5,5,4,49,3,3,0,-1,0,19,0,15,0,8,2,,2,5,6,,,4,0,4,0,0,0,0,0,0,0
,,,,F,,15,401,1,587971613,,f6cf4326-8bfa-431f-a18a-6ce7b6de6980,N,1,0,0,1,1,2,WBRI,0,0,Y,Y,6,8,1,1,,,1,,,1,1,1,1,1,,4.59,,3,5,30,29,4,9,9,4,4,3,5,3,2,50,2,2,0,0,0,11,0,13,-1,16,0,,2,2,4,6,0,,,6,1,0,0,0,0,0,0
,,,,M,,15,401,1,783423167,,07fa006b-f3b2-481b-b315-f8b6d038dfc8,N,0,0,0,0,1,2,WBRI,0,0,,,9,7,1,1,1,1,,,,,,,,,,3.89,4.13,4,5,33,34,5,11,11,5,5,3,5,3,5,56,3,3,0,0,0,17,0,13,0,8,8,,4,2,0,5,0,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,820421897,,40939f7d-c8a0-4e10-a1c4-ffaed4b0a938,N,0,0,0,0,1,2,APKN,0,0,,Y,13,13,1,1,1,1,1,,1,1,1,1,,1,,4.62,4.34,6,5,35,35,5,16,15,7,6,5,9,9,7,78,3,3,1,1,1,21,1,26,2,25,3,,6,4,3,5,1,6,0,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,784903803,,c2d70f2f-b826-4ecd-91ca-c892de647a39,N,1,0,0,1,1,3,AOTH,0,0,,Y,10,10,1,1,1,1,1,,,1,1,1,,,,4.83,4.53,5,5,30,28,4,14,12,6,6,6,7,6,5,67,3,3,0,0,0,19,1,20,0,21,0,,5,4,5,5,0,5,0,4,0,0,0,0,0,0,0
,,,,F,,15,401,1,713587835,,863811df-07c8-4e4d-a4fe-812bd915997e,N,0,0,0,0,1,2,MWAS,0,0,,Y,9,11,1,1,1,,,,1,1,,,,,,3.83,5.08,3,3,33,34,4,11,9,4,4,3,7,7,5,55,2,3,1,0,1,10,0,21,1,21,1,,4,1,2,5,0,,,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,444252905,,d202cc4b-64dd-4acd-9a32-204d2ced4bf0,K,0,0,0,0,1,2,WBRI,0,0,Y,,5,6,1,1,1,1,1,1,1,1,1,1,,,,4.24,2.5,5,4,29,30,4,10,10,4,4,3,3,2,3,33,2,2,-2,-2,-1,9,-1,8,-3,2,5,,4,6,5,,,6,-1,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,678282121,,fd39884a-bcbd-4af9-93d2-02f80ed33c49,N,0,0,0,0,1,3,AOTH,0,0,,Y,7,10,1,1,,1,1,,1,,1,1,,,,,,5,3,28,26,5,10,7,4,3,4,5,3,3,41,3,2,0,0,-1,12,0,12,0,12,0,,1,2,5,,,5,0,4,0,0,0,0,0,0,0
,,,,M,,15,401,0,724759135,,892231fc-481d-4f31-8dd4-c9dc6668b78c,K,0,0,0,0,2,4,AOTH,0,0,,Y,7,6,1,1,,1,,,1,,,,,,1,,5.67,4,4,13,14,,13,15,6,5,4,5,5,3,61,3,2,,,,18,,16,,15,2,,4,4,1,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,692051951,,22044ecd-c86f-4f9d-9987-c9ded117e60e,N,0,0,0,0,1,1,APKN,0,0,,Y,8,9,1,1,1,1,,,1,1,,,,,,1.5,5.08,4,,26,28,3,9,10,5,6,5,5,6,6,47,3,3,0,0,0,19,1,16,0,14,4,,5,2,1,4,0,3,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,809692998,,e66f4578-077b-42d6-80fd-be9c798abbef,N,0,0,0,0,2,4,WBRI,0,0,,Y,12,10,1,1,1,1,1,1,1,1,1,1,1,1,,5.19,4.88,4,5,17,20,4,14,15,9,7,7,8,8,7,79,3,3,0,0,0,24,1,24,0,26,1,,7,3,3,4,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,740348009,,7b49983a-f574-4f58-8622-cf3a72eb204e,N,0,0,0,0,1,2,WROM,0,0,,,7,10,1,1,,1,1,,,1,,,,,,5.65,5.58,5,3,25,27,5,6,11,5,3,4,4,4,3,32,2,2,0,-2,0,12,0,11,0,10,3,,2,2,4,,,6,-1,6,1,0,0,0,0,0,0
,,,,M,,15,401,1,747050128,,4c6a11ef-1b01-41fb-a000-07f1112016e5,K,0,0,0,0,1,1,WBRI,0,0,,Y,8,9,1,1,1,,,,,1,1,,,,,4.97,0.5,5,5,34,32,4,11,8,3,1,0,6,3,2,39,2,2,0,0,0,6,-1,14,0,11,1,,2,1,1,4,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,791407780,,80d17621-5dc2-4d85-b88c-8d151f2dce41,N,0,0,0,0,1,3,APKN,0,0,,,9,9,1,1,1,1,,,,,,,,,,5.45,3.68,5,5,31,32,5,9,8,3,3,1,6,5,5,39,2,3,-1,-1,-2,6,-2,16,0,10,5,,2,3,1,5,0,5,-1,,,0,0,0,0,0,0
,,,,F,,15,401,0,590149489,,c053ef0e-a59c-4c85-bb69-b5b67cf1af34,K,0,0,0,0,1,3,WBRI,0,0,,Y,10,10,1,1,1,1,1,1,1,1,1,1,1,1,,4.66,,3,4,9,15,,11,10,6,5,5,6,6,7,60,2,3,,,,19,,19,,20,0,,6,6,6,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,0,767519647,,216759cb-0f6e-4086-a68b-8597b7c16c82,N,0,0,0,0,1,4,APKN,0,0,Y,Y,10,10,1,1,1,,1,1,1,1,1,,1,1,,5,5.54,4,4,8,9,,9,13,6,4,4,7,6,7,59,3,3,,,,17,,19,,18,1,,3,1,6,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,814623953,,357eec14-5f1e-4799-9e46-c138cd6101b7,N,0,0,0,0,1,3,BCRB,0,0,Y,Y,12,9,1,1,1,,1,1,1,1,1,,1,1,1,5.26,5.75,5,4,33,32,5,9,15,6,6,6,8,7,6,71,3,3,0,-1,0,20,-1,23,0,21,5,,6,1,7,6,-1,,,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,774123286,,3563adce-7ebc-4da0-bf93-a8281786924b,N,0,0,0,0,1,2,APKN,0,0,Y,,9,9,1,1,1,1,,1,1,,1,1,,,,4.66,5.17,5,4,30,29,4,13,10,7,5,5,6,6,7,56,3,3,0,0,0,20,1,20,1,19,2,,6,7,2,4,0,4,1,,,0,0,0,0,0,0
,,,,M,,15,401,1,807893458,,c0b96d72-6b10-459b-b212-33512c9a005b,N,0,0,0,0,1,2,WBRI,0,0,,Y,12,10,1,1,1,1,,,1,1,,1,,,,4.21,4.38,4,4,29,29,5,15,11,6,6,7,8,8,6,73,3,3,1,2,1,19,1,23,1,21,7,,7,5,0,5,0,4,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,792355836,,78567f06-786a-4bec-b49c-3977f0f06160,N,0,0,0,1,1,3,MOTH,0,0,,,9,6,1,1,,,1,,,,,,,1,,5.1,4.44,4,4,14,16,4,11,8,4,4,3,5,4,3,43,2,3,-1,0,-2,8,-1,12,-1,9,9,,4,1,3,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,714540865,,31beb586-5523-41a3-83ca-21c5719eb156,N,0,0,0,0,2,3,AIND,0,0,,Y,11,11,1,1,1,1,,,1,1,1,1,,,,4.62,5.42,5,5,30,30,5,9,16,4,4,5,5,6,6,65,3,3,0,0,1,15,-1,18,0,19,1,,4,5,2,6,0,5,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,768727867,,7e31c617-b4aa-4664-8e83-7bb34f631266,K,0,0,0,0,1,3,APKN,0,0,Y,Y,11,11,1,1,1,1,1,1,1,1,1,1,1,,,5.42,5.42,5,4,17,19,4,13,13,7,7,5,6,7,6,71,3,3,1,1,1,21,2,20,1,22,0,,7,4,5,4,1,6,0,4,1,0,0,0,0,0,0
,,,,M,,15,401,1,705343323,,c4e4e91f-647c-4f99-9c32-c06cc4fbe381,N,0,0,0,0,1,2,APKN,0,0,Y,Y,11,9,1,1,1,1,1,1,1,1,1,1,1,1,,4.97,5.13,5,4,34,34,5,10,15,6,5,4,8,8,7,67,2,3,1,0,1,17,0,24,2,18,6,,5,8,4,6,0,6,1,5,1,0,0,0,0,0,0
,,,,F,,15,401,1,726381458,,8765a325-343e-4ad1-aee6-fff4ef2c4a82,N,0,0,0,0,1,3,WBRI,0,0,Y,,7,7,1,1,,1,1,1,,,,,,,,5.52,3.71,3,3,28,27,4,10,7,4,3,2,4,4,2,41,2,2,-1,0,0,8,-1,11,-1,11,3,,1,3,4,,,5,0,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,761845757,,04f9e0d3-17ee-4b91-9377-6861783e2792,N,0,0,0,0,1,4,APKN,0,0,,Y,10,10,1,1,1,,,,1,1,1,1,,1,,5.19,5.63,4,4,23,22,5,14,6,4,5,5,7,6,5,54,3,3,0,0,-1,13,-1,18,0,20,2,,3,6,2,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,590059467,,83c3d9b1-a96e-4610-a1cd-a928ca5b0963,N,0,0,0,0,1,2,WBRI,0,0,,Y,7,8,1,1,,1,,,1,1,,,,,,2.5,5.75,5,5,31,30,4,13,7,5,4,3,7,4,3,43,2,2,0,0,0,13,-1,16,0,9,8,,2,3,3,5,0,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,671433434,,3e7e0e37-2ccb-4028-a199-d65f58427211,N,0,0,0,0,1,2,WBRI,0,0,,,6,9,1,1,1,,,,,,,,,,,3.72,3.32,3,2,21,17,4,13,9,3,4,5,3,3,5,29,2,2,0,0,-1,8,0,8,-1,3,3,,5,4,2,5,-1,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,772731819,,63b40f3d-0d72-478f-a243-6f1526c4805a,N,1,0,0,1,1,3,AIND,0,0,Y,,7,7,1,1,,1,1,1,1,1,1,1,1,,,5,,3,,14,14,4,12,9,5,5,5,6,5,3,58,3,3,-1,-1,-1,16,0,17,-1,22,0,,3,7,7,,,5,-1,5,-1,0,0,0,0,0,0
,,,,F,,15,401,0,531682533,,3f1b12ab-7fb2-4cba-be1c-d720fa886e5b,K,0,0,0,0,1,3,WOTH,0,0,,Y,7,10,1,1,1,1,1,1,1,1,,1,,1,,5.23,4.5,,2,11,11,,13,14,4,7,6,5,5,7,61,2,2,,,,16,,17,,13,2,,7,7,5,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,793153961,,e142f82d-e02a-452e-9000-2009b8c712b6,N,0,0,0,0,1,2,APKN,0,0,,Y,8,9,1,1,1,1,,,1,1,1,1,,1,,4.59,5.08,4,,21,20,4,14,14,7,6,5,6,4,3,65,3,2,0,0,0,20,0,17,0,26,0,,5,6,0,4,0,3,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,524054600,,f1c5ced3-a932-49d0-af2a-1dbea6bdf2da,N,0,0,0,0,1,3,APKN,0,0,Y,Y,9,9,1,1,1,1,1,1,1,,1,1,1,1,,5.35,4.72,4,3,27,32,5,14,14,7,7,8,5,4,4,67,3,2,0,0,0,24,0,14,-1,9,6,,7,7,6,6,0,5,0,6,-1,0,0,0,0,0,0
,,,,F,,15,401,1,660379009,,31d3a7c6-5edb-4f1f-8915-3b2355dc9255,N,0,0,0,0,1,2,MWBA,0,0,Y,Y,9,9,1,1,1,1,,1,1,1,1,,,1,1,4.55,3.71,5,3,28,26,5,14,10,2,2,3,6,5,7,59,2,3,0,0,0,6,-1,17,0,15,4,,4,3,1,6,0,5,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,806640924,,22044ecd-c86f-4f9d-9987-c9ded117e60e,N,0,0,0,0,1,4,APKN,0,0,,Y,12,9,1,1,1,1,,,1,1,1,1,,1,,5,5.42,5,4,20,25,5,15,13,8,6,3,8,7,4,76,3,3,0,0,0,23,0,24,0,25,1,,5,5,0,5,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,716135011,,dba66de7-bce9-42f0-a385-84b1058acecc,N,0,0,0,0,1,2,WBRI,0,0,Y,,8,7,1,1,1,1,1,,1,,,1,1,,,4.69,5.83,4,4,13,14,3,14,11,5,6,3,7,5,6,59,2,3,0,0,0,16,1,19,1,15,3,,4,3,4,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,752468057,,e142f82d-e02a-452e-9000-2009b8c712b6,N,0,0,0,0,1,2,WBRI,0,0,,Y,12,9,1,1,1,1,,,1,,,1,,,,5.52,4.5,5,4,32,31,5,16,14,6,6,7,7,6,6,74,3,3,0,1,0,18,0,18,0,16,5,,7,7,0,4,-1,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,789701688,,b05c1a75-82ea-4efe-bd32-2da4454fe6e4,N,0,0,0,0,1,4,APKN,0,0,,Y,11,9,1,1,1,1,,,1,1,1,1,,1,,5.45,5.54,4,5,24,25,5,13,16,5,7,6,8,6,3,71,3,3,0,0,0,18,0,21,0,21,2,,7,2,1,6,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,602125301,,98b0f4db-1343-4b4b-85e3-ab6b919b2751,N,0,0,0,0,1,3,APKN,0,0,,Y,9,10,1,1,1,1,1,1,1,1,1,1,,,,4.48,5.08,,5,22,23,4,8,10,6,4,3,4,4,3,35,3,3,0,0,0,18,0,13,0,10,3,,3,6,5,4,-1,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,811496814,,ce0b1908-2f51-4163-a07f-94d395b0ea1a,K,1,0,0,0,2,2,APKN,0,0,Y,,8,9,1,1,1,1,,,,,,1,,,,1.5,3.36,4,5,31,24,4,8,3,4,3,2,3,2,3,27,3,2,0,-1,-1,11,0,8,-1,4,3,,1,5,0,3,0,3,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,748829668,,c82b0437-9a01-42a1-847c-d1eaf240aa9f,K,0,0,0,0,2,2,MOTH,0,0,Y,Y,10,9,1,1,,1,1,1,,1,1,1,1,1,1,5.32,4.69,4,4,27,28,5,13,15,6,7,5,6,6,7,69,2,3,0,0,1,19,1,20,0,15,3,,4,7,5,,,5,0,6,1,0,0,0,0,0,0
,,,,M,,15,401,1,549110184,,928ca737-16a4-482b-9d49-9a84bad826fd,K,1,0,0,1,1,1,APKN,0,0,,,4,8,1,1,1,,,,,,,,,,,4.24,4.19,,4,28,28,3,7,0,1,2,1,3,3,2,9,2,2,0,0,-1,1,0,7,0,5,0,,1,4,3,4,0,,,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,803141277,,c2bb26fa-5107-4b1a-b001-5d53eb677682,N,0,0,0,0,1,2,WBRI,0,0,,Y,12,12,1,1,1,1,1,1,1,1,1,1,,,,4,5.17,5,W,33,33,5,14,15,9,6,3,8,8,6,77,3,3,1,1,2,24,1,24,1,23,1,,6,6,3,5,1,4,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,577202661,,6ab24ae5-8d66-4359-a79f-e892f64d4a4d,N,0,0,0,0,1,2,APKN,0,0,,Y,7,6,1,1,1,1,,,1,1,1,1,,,,5.58,4.53,4,3,19,15,3,14,15,5,6,3,5,6,5,57,2,3,1,1,1,14,0,17,0,7,5,,6,6,0,4,0,4,1,,,0,0,0,0,0,0
,,,,F,,15,401,1,824690145,,0d5ca62b-199d-4964-a987-8d8af8fb98fc,N,0,0,0,0,2,3,WBRI,0,0,Y,Y,11,10,1,1,1,1,1,1,1,1,1,1,1,1,,4.48,5.79,5,5,31,30,5,15,16,8,7,6,8,8,7,78,3,3,0,0,0,24,0,25,0,24,2,,7,5,4,6,0,6,0,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,777300782,,8cd4828d-51a4-4182-99dc-1f0d20017b0c,N,1,0,0,1,1,3,APKN,0,0,,Y,9,10,1,1,1,,1,,1,1,,,,,,3.72,5.08,4,5,27,26,4,10,10,6,4,2,7,5,7,58,2,3,0,1,1,16,0,19,1,18,5,,3,4,4,4,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,567920586,,6fb6849c-a487-4b46-b7dc-03623782b6d2,N,1,0,0,1,1,4,APKN,0,0,Y,Y,8,8,,1,,1,1,1,,1,,1,1,,1,4.93,5.46,5,3,23,22,5,16,15,6,7,6,6,5,6,71,2,2,0,0,0,19,-1,18,0,13,4,,3,8,8,,,7,1,7,0,0,0,0,0,0,0
,,,,F,,15,401,1,458190644,,40a3201e-ccc2-462a-854e-d057e8a84722,N,0,0,0,0,1,2,APKN,0,0,,,8,8,1,1,1,,1,,,1,1,1,1,,,4.62,4.47,4,,15,20,4,10,7,5,4,4,4,2,2,45,2,2,0,0,0,14,0,10,0,6,2,,6,3,3,4,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,812575711,,a9eb45cf-7493-4058-b79e-50bb9deec881,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,12,11,1,1,1,1,1,,1,1,1,1,1,1,,5.16,5.67,4,5,21,25,5,15,15,8,6,6,7,7,7,76,3,3,1,0,2,23,1,22,1,19,3,,6,6,4,5,1,,,,,0,0,0,0,0,0
,,,,F,,15,401,0,721041101,,59e6ab52-3cd5-422c-99f7-8555baf0edd9,N,0,0,0,0,1,4,WBRI,0,0,Y,,8,12,1,1,,1,1,1,1,,1,,1,1,,5.19,3.21,4,5,7,9,,14,13,4,5,4,6,6,5,60,2,3,,,,11,,20,,19,0,,3,5,7,,,,,5,0,0,0,0,0,0,0
,,,,F,,15,401,0,730785864,,78ea06c5-682b-416e-8ff9-077fcc9cd6ac,N,0,0,0,0,1,4,APKN,0,0,Y,Y,12,12,1,1,1,,1,1,1,1,1,1,1,1,1,5.29,5.63,4,,4,4,,16,16,8,7,7,8,8,7,78,3,3,,,,23,,24,,25,0,,7,4,8,5,1,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,734774267,,ad45c15c-9390-40ef-84bc-c1005c4d644b,N,0,0,0,0,1,4,WBRI,0,0,Y,,13,11,1,1,1,,1,1,1,1,1,,1,1,,5.29,,3,,17,25,5,16,16,9,8,7,9,9,7,81,3,3,2,2,3,25,2,26,3,25,3,,7,5,9,7,2,,,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,705367933,,0121413e-036d-4780-b6b2-899fd6e65842,K,1,0,0,1,1,1,WBRI,0,0,Y,,10,10,1,1,1,,,1,,,,1,,,,3.28,3.79,3,,28,27,4,11,9,4,6,3,3,3,3,55,2,2,0,0,2,11,0,11,0,9,1,,6,3,1,4,0,5,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,762144417,,402fc8bc-da65-4021-97f9-526b8da82478,N,1,0,0,1,1,4,WBRI,0,0,Y,Y,11,10,1,1,1,1,1,1,1,1,1,1,1,1,,4.41,5.5,5,5,28,29,5,15,14,7,7,7,7,7,7,76,3,2,0,0,0,22,0,22,0,19,4,,7,7,7,6,1,6,1,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,624508943,,11b07428-2ecb-42d3-9dac-3a692ff77c0c,N,0,0,0,0,1,2,MOTH,0,0,,Y,9,8,1,1,1,1,,,1,1,,1,,,,4.52,4.47,4,5,34,32,4,6,11,3,1,2,5,4,4,41,2,3,0,-1,0,9,-1,14,0,8,6,,2,3,0,4,0,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,0,543396539,,0670d1d7-b3ec-4cfb-a4e9-a8a481ec9428,K,1,0,0,1,1,4,WBRI,0,0,,,6,8,1,1,1,,,,1,1,1,,,,1,5.06,5.63,3,3,5,9,,10,9,3,5,6,5,4,3,44,2,2,,,,9,,12,,13,0,,6,3,2,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,749433597,,28a52db1-d8e5-4398-8b0f-fb8019614f8b,N,0,0,0,0,2,2,WOTH,0,0,,,11,9,1,1,1,1,,1,1,,,1,,,,4.21,4.81,3,3,27,28,5,14,12,6,6,5,7,6,6,68,3,3,0,1,0,21,0,19,0,15,6,,5,7,2,5,0,4,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,813976183,,25e14dcf-6812-4651-a060-ea5c7512d3c5,N,0,0,0,0,1,3,WBRI,0,0,Y,,11,11,1,1,1,1,1,1,1,1,1,1,1,1,,5,,5,5,30,28,5,14,12,9,7,7,7,8,7,78,3,3,0,1,0,25,1,24,0,25,0,,7,6,8,5,0,5,0,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,823430501,,985f38e6-a441-4c6d-b6b5-e137fd644333,K,0,0,0,0,1,3,WBRI,0,0,,Y,12,9,1,1,1,1,1,,1,1,1,1,1,1,,5,5.46,5,5,32,33,5,11,14,8,7,7,8,6,7,76,3,3,0,0,0,24,1,23,0,22,6,,7,3,5,4,0,6,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,691008867,,08e28533-0519-4c43-bffe-0bcd1cef4a5a,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,10,9,1,1,1,1,1,1,,1,,1,1,1,,5.16,4.97,3,4,20,26,5,13,14,5,7,6,6,4,5,68,3,3,0,0,1,18,0,16,-1,13,4,,6,7,5,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,694525437,,a79491fb-5d49-4361-afcf-ecf4742eb733,N,0,0,0,0,2,2,WBRI,0,0,Y,Y,9,11,1,1,1,1,,1,1,1,1,1,1,,,4.93,4.97,5,5,33,33,5,10,8,4,5,5,7,6,6,54,3,3,0,0,0,13,0,19,0,19,1,,4,5,3,5,0,5,0,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,616015825,,c8b8aa77-e3fd-40c1-9f35-e6464898df12,N,0,0,0,1,1,2,MWBC,0,0,,Y,9,8,1,1,1,1,1,1,1,1,1,1,1,1,1,4.24,5.58,6,5,32,33,5,14,13,9,6,4,6,5,6,69,2,3,0,0,0,23,0,17,0,9,3,,6,6,7,7,0,7,0,6,3,0,0,0,0,0,0
,,,,M,,15,401,1,657142197,,c8436e15-caff-4ba4-85c9-0dff82160ee6,K,0,0,0,0,1,3,MWBC,0,0,,,8,7,1,1,1,,,,,1,,1,,1,,5.23,5.29,,,16,17,3,14,5,5,4,4,5,5,6,50,2,2,0,1,0,15,1,15,0,14,1,,4,2,1,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,698759575,,a7c1785d-f9c8-4965-a91e-a501ff44c251,N,0,0,0,0,1,2,WBRI,0,0,,,5,6,1,1,1,,,,,,,,,,,5.42,5.5,4,3,17,16,4,13,7,2,1,0,3,0,1,28,1,2,-1,0,-1,3,-2,5,-2,6,0,,2,0,0,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,576869849,,1cc489ad-8db5-477b-ad2d-1ec29213e269,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,12,12,1,1,1,1,1,1,1,1,1,1,1,1,,5.42,5.63,4,5,31,32,5,15,16,9,7,7,8,8,7,78,3,3,2,1,1,24,2,24,2,22,2,,7,7,7,6,2,6,0,5,2,0,0,0,0,0,0
,,,,F,,15,401,1,823316647,,380a6a99-8138-4688-8646-506f25c05600,N,0,0,0,0,1,4,APKN,0,0,Y,Y,11,7,1,1,1,,1,1,1,1,,1,1,,,5.03,,4,5,25,27,5,13,15,8,7,6,8,7,7,76,3,3,0,0,0,23,-1,23,0,24,2,,6,3,8,6,0,,,5,1,0,0,0,0,0,0
,,,,M,,15,401,1,661678693,,4175ac2c-7e6c-43e2-9e39-e8ca9c25aae3,S,0,0,0,0,2,1,APKN,0,0,,,7,6,1,1,,,,,,,,,,1,,4.34,4.22,3,4,28,26,3,8,2,1,2,0,3,1,1,20,1,2,-1,-1,-2,2,-1,7,-1,1,3,,0,2,1,,,,,,,0,0,0,0,0,0
