Candidate Number,Forvus index number,Surname,Forename,Gender,Date of birth,AGE,Pupil Inclusion Status Flag,Pupil included in progress 8 calculations,DfE Establishment Number,School URN,UPN,SEN,Has the pupil been eligible for FSM in the last 6 years?,Is the pupil looked after?,Post Looked After Arrangements,Is the pupil disadvantaged?,EAL Group,KS2 Prior Band,Student's ethnicity,Deprivation indicator - IDACI score,Did the pupil join within the last 2 yrs?,English Bacc 9-4?,English Bacc 9-5?,English and maths GCSEs 9-4?,English and maths GCSEs 9-5?,Entries,GCSE Entries,Entry English EBacc,Entry Maths EBacc,Entry Science EBacc,Entry Humanities EBacc,Entry Language EBacc,Entry ALL EBacc,Achieved English EBacc 9-4,Achieved English EBacc 9-5,Achieved Maths EBacc 9-4,Achieved Maths EBacc 9-5,Achieved Science EBacc,Achieved Humanities EBacc,Achieved Language EBacc,Entry triple science,Entry multiple languages,Entered all three core science pathway subjects,KS2 Reading TA level,KS2 Mathematics TA level,KS2 Reading PS,KS2 Maths PS,Prior attainment score in English and mathematics,Score achieved in English,Score achieved in mathematics,Score achieved in 1st EBacc slot,Score achieved in 2nd EBacc slot,Score achieved in 3rd EBacc slot,Score achieved in 1st open slot,Score achieved in 2nd open slot,Score achieved in 3rd open slot,Attainment 8 score,EBacc slots filled,Open slots filled,Pupil progress 8 score,Progress 8 score for English,Progress 8 score for mathematics,Score achieved in Ebacc slots,Progress 8 score for Ebacc slots,Score achieved in open slots,Progress 8 score for open slots,Total score achieved in open slots - GCSEs only,Total score achieved in open slots - non-GCSEs only,Science EBacc PS (VA),Humanities EBacc PS (VA),Language EBacc PS (VA),KS2-4 predicted PS for 'EBacc Science' VA,EBacc Science' VA score,KS2-4 predicted PS for 'EBacc Humanities' VA,EBacc Humanities' VA score,KS2-4 predicted PS for 'EBacc Language' VA,EBacc Language' VA score,Pupil level Maths pathway flag,Pupil level English pathway flag,Pupil level Science pathway flag,Maths exclude previous school,English exclude previous school,Science exclude previous school
,,,,F,,15,401,1,650885931,,c9fb3573-6564-4846-ae3f-050f2aedf631,N,0,0,0,0,1,3,WBRI,0,0,,,Y,Y,8,8,1,1,1,,,,1,1,1,,1,,,,,,6,4,3,2,5,16,10,6,4,1,5,4,4,56,2,2,0,1,-1,14,-1,15,-1,16,2,4,1,1,6,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,650730930,,31814e6c-ac17-470d-b342-21ee4033709c,N,0,0,0,0,1,3,WBRI,0,0,,,Y,,8,9,1,1,1,1,,,,,,,,1,,1,,,4,5,4,4,5,14,7,5,4,3,3,4,3,47,2,2,0,0,0,16,0,10,0,9,1,6,6,1,5,0,5,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,735746479,,92447200-09bb-4ecf-a3ec-e851678ed1f5,N,0,0,0,0,1,3,WOTH,0,0,,,,,10,7,1,1,1,1,,,1,1,1,,,,,,,,,4,2,1,4,10,11,5,3,3,7,6,4,49,3,3,0,0,0,14,0,18,0,8,11,6,3,0,3,0,3,-1,,,0,0,0,0,0,0
,,,,M,,15,401,1,745052943,,b3aecc57-8316-4138-ba85-8710a8672cff,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,Y,Y,10,8,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,5,5,5,5,5,17,12,4,6,5,7,6,7,69,2,3,0,1,0,14,0,22,0,19,2,7,1,5,5,-1,,,5,1,0,0,0,0,0,0
,,,,F,,15,401,1,759179218,,8d57000b-4990-4dba-b8c4-48d2730aec32,N,0,0,0,0,1,2,WBRI,0,0,,,Y,,10,8,1,1,1,1,1,1,1,1,,,1,1,,1,,,,,3,3,4,16,6,6,5,5,7,4,3,61,3,3,0,2,-1,18,0,17,0,9,8,7,3,3,3,0,,,4,0,0,0,0,0,0,0
,,,,F,,15,401,1,794885625,,d8ed9c45-9414-43e6-925d-1c20f2acd199,N,1,0,0,1,1,3,AIND,0,0,,Y,Y,Y,8,8,1,1,1,1,1,,1,1,1,1,1,,,,,,4,4,5,4,4,9,7,3,3,2,6,4,4,44,3,3,0,1,0,8,0,14,0,7,4,1,1,3,3,0,3,0,4,0,0,0,0,0,0,0
,,,,M,,15,401,0,562286149,,175b5510-dcaa-4b60-b31f-62dc2b068e40,N,0,0,0,0,1,4,BAFR,0,0,Y,,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,4,5,2,2,,18,16,9,8,8,7,6,7,83,3,3,,,,26,,22,,26,0,7,8,5,5,1,6,1,5,1,0,0,0,0,0,0
,,,,M,,15,401,1,789411708,,41e444b7-d63d-4e07-a1aa-fbb95f21fe6f,N,0,0,0,0,1,2,WBRI,0,0,,,Y,Y,10,10,1,1,1,,,,1,1,1,1,1,,,,,,,,5,5,4,11,6,3,2,3,6,4,5,38,3,3,0,0,0,10,1,16,0,12,3,4,1,1,3,1,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,782625509,,36b43e07-72e1-4a4c-aa55-7199e319915d,N,0,0,0,0,1,2,APKN,0,0,,,,,8,8,1,1,,,1,,,,,,,,,,,,3,4,1,1,3,8,11,1,5,2,5,3,4,33,2,3,0,1,0,4,-1,13,1,13,2,1,4,2,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,698847081,,69eb1b7a-333d-4a84-b00f-de728f926ef2,N,0,0,0,0,1,3,APKN,0,0,,,Y,Y,10,10,1,1,1,,,1,1,1,1,1,1,1,,,,,5,5,4,5,5,15,14,7,4,3,8,8,6,67,2,3,0,0,0,17,-1,23,0,17,5,5,4,1,6,0,5,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,683254517,,425251af-2bd4-4a6b-9bee-a50a95cd70d4,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,Y,Y,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,3,2,5,16,15,9,8,7,8,7,7,81,3,3,1,2,1,26,2,22,1,23,0,8,7,7,6,2,6,2,6,0,0,0,0,0,0,0
,,,,M,,15,401,1,691545383,,d3d84cec-55ab-4827-8e04-9747d2b5d443,N,1,0,0,1,1,4,WOTH,0,0,,,Y,Y,8,8,1,1,1,,,,1,1,1,,,,,,,,3,4,3,3,5,9,2,2,2,1,5,3,1,31,2,3,-1,0,-2,6,-2,10,-1,3,8,1,1,0,6,-1,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,722202467,,372ab39a-ad54-4ad8-8cd0-b6dcc918460d,K,0,0,0,0,1,3,APKN,0,0,Y,Y,Y,,6,7,1,1,,1,1,1,1,1,1,1,1,1,,,,,5,4,5,4,5,11,10,3,2,1,4,4,3,35,2,2,0,0,-1,5,0,11,0,8,3,2,6,3,,,7,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,772528430,,91808fc7-b722-4439-85b1-8cdac2cf808f,N,0,0,0,0,1,3,WBRI,0,0,,Y,Y,Y,12,13,1,1,1,1,,,1,1,1,,,1,,,,,3,3,3,3,5,18,17,7,7,7,8,7,8,77,3,3,0,3,0,21,-1,22,0,26,0,6,7,0,4,-1,5,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,774349134,,b9ccd27d-e6dc-4686-95c4-5e49053b349f,N,0,0,0,0,1,3,BAFR,0,0,Y,Y,Y,Y,12,9,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,5,5,5,5,18,18,9,8,7,9,9,8,86,3,3,3,2,4,27,3,27,3,21,7,8,6,9,6,3,7,2,6,0,0,0,0,0,0,0
,,,,M,,15,401,1,776183139,,b1eef861-427e-4bfd-a833-5af93a1a60fe,N,1,0,0,1,1,1,WBRI,0,0,Y,,Y,Y,9,8,1,1,1,1,,,1,1,1,,1,1,,,,,4,5,5,4,4,14,3,4,3,1,5,4,2,41,2,2,0,2,0,11,0,11,0,7,3,2,2,1,3,1,3,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,631539846,,2fbb1fab-d598-4b47-86e9-fb7b8660c57b,K,1,0,0,1,1,3,MWAS,0,0,,,,Y,9,11,1,1,1,,1,,,,,1,1,,1,1,1,,1,4,1,2,5,7,16,5,6,7,7,5,7,57,3,3,0,-2,2,14,1,17,0,12,4,6,4,4,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,597051346,,05578043-d024-4f9c-a760-aabd35aeaf99,K,0,0,0,0,1,3,WBRI,0,0,,Y,Y,Y,10,12,1,1,1,1,,,1,1,1,1,1,1,,1,,,,4,3,5,5,13,18,5,7,7,7,6,7,74,2,3,1,0,2,16,1,19,0,18,2,8,7,0,5,2,5,1,,,0,0,0,0,0,0
,,,,F,,15,401,1,609740926,,67f7ae3a-3eec-4fbf-bfd7-fb41aa2c9c26,N,0,0,0,0,1,2,MWOE,0,0,Y,Y,Y,,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,4,4,4,4,4,16,14,6,5,7,6,5,4,62,3,3,1,1,1,20,1,15,0,9,3,5,7,7,4,0,4,0,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,604805927,,1829fb2b-1d66-4794-9597-55bb4176a162,N,0,0,0,0,1,3,WBRI,0,0,,,Y,Y,7,9,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,4,2,2,4,8,7,3,2,1,3,3,3,29,2,3,1,1,2,5,1,8,0,15,0,1,3,4,,,4,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,681928886,,0c492882-1915-425c-b42c-743706e8bc80,N,0,0,0,0,1,3,WBRI,0,0,,,Y,,8,10,1,1,1,1,1,1,1,1,,,,1,,,,,5,5,5,5,5,6,6,5,2,0,5,3,1,29,2,2,0,0,0,11,0,12,0,8,2,1,4,3,4,0,5,1,4,-2,0,0,0,0,0,0
,,,,M,,15,401,1,770414150,,f3a2dd39-4f14-4bf8-874e-b0cf8e1fe12a,N,0,0,0,0,2,3,WENG,0,0,Y,Y,,,10,8,1,1,1,1,,,1,,1,1,,1,,,,,5,4,2,2,4,13,13,5,3,1,6,6,4,51,2,3,0,0,0,13,0,18,0,12,6,2,3,2,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,775554660,,f8605344-d561-46d5-8c8a-87b88ef97358,N,1,0,0,0,1,3,WBRI,0,0,,Y,Y,Y,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,5,4,5,14,11,6,3,1,5,5,3,49,3,3,0,0,0,17,0,15,-1,13,3,2,2,7,5,0,4,-1,4,0,0,0,0,0,0,0
,,,,F,,15,401,1,759685483,,eaba26bd-e4f3-4928-9e51-10769c61c734,N,1,0,0,1,1,3,WBRI,0,0,,,Y,,12,11,1,1,1,,,,1,,1,,,,,,,,4,6,4,4,4,12,9,4,3,2,5,3,3,41,2,2,-1,0,-1,12,-2,11,-1,7,3,5,0,0,3,-1,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,790144333,,d3f3b3ae-7564-4032-8dff-e28fd3e37076,K,1,0,0,1,2,3,AIND,0,0,Y,,Y,,8,7,1,1,1,,1,,1,,,,,,,1,,,,4,4,4,5,12,16,4,7,5,6,4,5,54,2,3,0,1,0,13,0,15,0,18,3,8,1,4,5,2,,,6,-1,0,0,0,0,0,0
,,,,M,,15,401,1,746464235,,7beb10ac-bc15-4172-bcb3-f8614c44bef7,N,0,0,0,0,2,3,MWAS,0,0,Y,Y,,Y,9,9,1,1,1,1,1,1,1,1,1,,1,1,1,,,,,3,3,2,5,16,14,7,7,5,7,4,5,73,2,3,1,3,0,17,1,19,0,16,1,5,5,6,5,1,6,1,,,0,0,0,0,0,0
,,,,F,,15,401,1,801965110,,4d2a3240-dfdd-4a4e-b1af-22a383f22a9a,N,0,0,0,0,1,4,WBRI,0,0,,,,Y,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,4,4,5,10,15,9,5,7,7,6,5,69,3,3,-1,0,-1,23,0,20,-1,15,4,8,3,5,6,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,648684471,,c1e1a6f6-f7a6-4b1c-bd35-a290e7669e03,N,0,0,0,0,1,4,WBRI,0,0,,,,Y,8,7,1,1,,,,,,,1,1,,,,,,,,,2,2,4,9,11,4,3,2,4,2,3,39,2,2,-1,-1,-1,6,-2,9,-2,10,2,1,1,1,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,740650473,,1c441460-a36b-4248-8194-bc8f8f655ad9,N,0,0,0,0,2,4,WENG,0,0,Y,Y,Y,Y,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,4,4,3,4,5,10,6,7,4,4,7,6,6,63,3,3,0,0,0,18,0,22,0,14,7,4,3,6,5,1,,,5,1,0,0,0,0,0,0
,,,,M,,15,401,1,609418631,,ed613171-c4f5-4467-b011-d0b79c9fda84,K,0,0,0,0,1,2,WBRI,0,0,,Y,Y,Y,8,10,1,1,1,,1,,1,1,1,1,,,,1,,,4,4,4,4,4,11,10,4,6,5,6,5,5,53,2,3,0,1,0,12,1,16,0,11,3,5,4,5,4,1,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,647050818,,975cae31-52d1-4453-a7ec-1957e041b1e2,N,0,0,0,0,1,2,WBRI,0,0,,,Y,,9,12,1,1,1,1,1,1,,,1,1,,1,,,,,6,4,3,2,4,4,3,3,3,2,4,3,2,30,2,3,0,-2,0,8,0,10,0,17,0,4,2,3,3,0,4,0,4,0,0,0,0,0,0,0
,,,,F,,15,401,1,688699013,,8821e2e6-15f4-4fb9-820f-cf1572949e82,K,1,0,0,1,2,1,WBRI,0,0,,,Y,Y,9,7,1,1,1,,,,1,1,1,1,1,,,,,,4,5,5,5,4,12,7,6,3,2,5,4,3,54,3,3,0,1,2,19,0,13,0,13,1,2,2,0,4,0,4,1,,,0,0,0,0,0,0
,,,,M,,15,401,0,617120253,,253f04ea-a498-4513-8bd3-67da1e8b08ab,N,1,0,0,1,1,3,WBRI,0,0,,,Y,,7,8,1,1,1,1,,,1,,1,,1,1,,,,,6,3,1,0,,4,1,3,1,1,4,2,2,12,2,3,,,,6,,7,,1,7,0,3,1,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,724451998,,e1f1692c-edff-4c39-988e-b2638b37def1,N,1,0,0,1,1,4,WBRI,0,0,Y,,Y,Y,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,4,4,3,5,6,15,7,7,7,8,7,5,66,3,3,0,-2,0,22,0,20,0,14,7,8,6,9,5,0,,,4,2,0,0,0,0,0,0
,,,,M,,15,401,1,730896238,,a357cd13-52f6-48fd-a210-436c5b195329,N,0,0,0,0,1,3,WBRI,0,0,,,,,8,8,1,1,1,1,,,,,,,,,,,,,4,5,2,1,3,0,2,4,0,0,5,3,2,15,2,3,-2,-2,-1,6,-3,12,-1,17,1,1,0,1,2,-2,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,796438097,,81bc3670-b864-42f8-81ce-5fc70ba5015b,N,0,0,0,0,1,2,WOTH,0,0,,Y,Y,,10,8,1,1,1,1,1,1,1,1,,,,1,,1,,,5,5,5,5,5,16,14,6,7,6,7,3,1,67,3,2,0,1,-1,21,0,15,-1,9,3,7,4,2,4,0,4,0,4,-1,0,0,0,0,0,0
,,,,F,,15,401,1,764061856,,741a604e-f297-4546-b9a5-71962b3130db,N,0,0,0,0,1,3,WBRI,0,0,Y,,Y,,11,9,1,1,1,1,,,1,,1,,,1,,,,,5,5,2,2,5,15,14,7,8,8,9,8,5,72,3,3,0,0,0,24,0,23,0,14,7,7,6,1,4,0,5,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,775143056,,abaffa66-f587-4398-958c-e740819392af,N,0,0,0,0,1,3,WBRI,0,0,,Y,,Y,11,11,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,5,5,5,5,18,14,6,6,7,8,8,7,82,3,3,0,3,0,20,0,24,0,23,3,7,6,5,6,0,6,1,5,1,0,0,0,0,0,0
,,,,F,,15,401,1,820259437,,1ce5c66a-4946-4352-a8cb-855be99798d1,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,Y,Y,13,12,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,4,4,4,3,5,18,9,8,8,8,9,8,8,81,3,3,1,3,0,25,1,25,1,22,8,8,8,6,6,0,5,1,6,0,0,0,0,0,0,0
,,,,M,,15,401,1,724971568,,eca857d9-e482-4445-ad4a-520e08ca3ec8,N,0,0,0,0,1,3,APKN,0,0,Y,Y,,Y,8,6,,1,1,1,1,1,1,1,1,,1,1,1,,,,5,5,5,5,5,5,17,6,5,7,7,6,5,67,3,3,0,0,0,19,0,19,0,17,1,7,7,8,7,1,5,0,6,-1,0,0,0,0,0,0
,,,,F,,15,401,1,517609316,,1ccae0ef-8be9-43f1-bf17-240885c4e55e,N,1,0,0,0,1,3,WBRI,0,0,,,,Y,9,11,1,1,1,1,1,,1,1,1,1,1,1,1,,,,5,4,5,5,5,15,12,7,6,7,7,6,6,70,3,2,1,2,0,22,0,20,1,15,3,5,5,5,6,1,4,0,4,0,0,0,0,0,0,0
,,,,F,,15,401,0,630258443,,12c596f7-9ad7-4b70-bd5c-86af5fa37496,K,0,0,0,0,1,3,WBRI,0,0,Y,Y,,,6,8,1,1,,,1,1,,,,,,,1,,,,4,5,2,2,,8,10,2,2,2,1,0,2,29,2,1,,,,3,,3,,4,0,3,0,7,,,,,5,3,0,0,0,0,0,0
,,,,F,,15,401,1,653731442,,8d77bcb4-d2f0-4704-9af6-6f86e1cde576,N,0,0,0,0,1,1,APKN,0,0,Y,,,,9,6,1,1,1,1,,,1,,1,1,,,,,,,4,,4,5,4,3,10,4,5,4,4,2,5,36,3,2,0,-1,1,11,0,11,0,2,11,5,2,0,4,0,4,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,737667858,,52f0cb89-1a7b-4659-b415-f70f86e05f25,N,0,0,0,0,2,2,BAFR,0,0,,,Y,,9,10,1,1,1,1,,,1,,1,,,,,,,,,6,3,3,4,11,9,3,3,2,5,4,3,41,2,3,0,1,1,7,0,12,0,15,1,4,2,0,2,0,3,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,785889692,,595000e2-47bd-45c3-b594-a0c3b94e335d,N,0,0,0,0,1,2,MWAS,0,0,,,Y,,10,11,1,1,1,1,1,1,1,,1,,,1,,,,,4,,3,4,4,9,14,8,6,5,7,7,6,66,3,3,0,0,1,24,1,19,0,24,0,5,7,4,3,0,4,0,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,688300019,,afed1acd-e66e-4f30-b453-8d1a8e23a7d4,N,0,0,0,0,1,2,MWBC,0,0,,,Y,Y,8,7,1,1,1,1,,,1,1,,1,,1,,,1,,,6,3,3,5,17,12,6,7,6,5,4,3,59,2,2,0,2,0,16,0,13,0,7,5,4,6,2,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,662845462,,b653f5d0-09d0-49d4-8016-4f23f9e6398a,K,1,0,0,1,1,2,MWAS,0,0,,,,Y,6,5,1,1,1,,,,,,,,,,,,,,4,4,5,5,5,8,10,3,5,1,5,5,5,45,2,3,-1,-2,-1,8,-2,16,0,10,3,3,0,2,5,-1,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,762305923,,19f504ed-513d-4a83-ab34-64626fd8908f,K,0,0,0,0,2,2,AMPK,0,0,,,,,7,7,1,1,1,1,1,1,,,1,,,,,,,,4,4,4,4,4,6,4,4,1,1,4,2,2,27,2,2,0,-1,0,8,0,9,0,2,7,2,1,4,4,1,4,-1,4,0,0,0,0,0,0,0
,,,,F,,15,401,1,668321616,,bbece2ee-946e-45f7-9fc2-eea8a4d8ee34,N,0,0,0,0,2,3,WBRI,0,0,,Y,,,7,8,1,1,1,1,,,1,,1,1,1,1,,,,,5,5,4,4,5,9,7,4,4,4,6,4,4,47,2,3,0,0,0,10,0,15,0,8,4,3,7,1,5,0,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,731957564,,d375d6f3-61b2-49ba-9807-c667ba01eb4a,N,0,0,0,0,1,2,WBRI,0,0,,Y,Y,,10,10,1,1,1,,1,1,1,,1,1,,1,1,,,,5,5,4,4,4,12,2,5,3,1,6,3,3,40,2,2,-1,0,-1,14,-1,13,-1,6,7,3,1,3,3,0,,,4,1,0,0,0,0,0,0
,,,,F,,15,401,1,756440670,,32bdb294-1734-47fe-b7b2-8546ec62db9b,N,0,0,0,1,1,3,WBRI,0,0,,,Y,,8,9,1,1,1,1,,,1,,1,,,,,,,,4,5,5,5,5,11,8,5,4,4,4,6,4,43,3,3,-1,-3,0,16,-1,15,-1,12,3,3,4,2,5,-1,4,-1,,,0,0,0,0,0,0
,,,,M,,15,401,1,563238999,,bc98df6f-07da-4716-8c10-32eef88c5400,K,0,0,0,0,1,3,APKN,0,0,,,,,6,9,,1,1,1,,,1,,,,1,1,,,,,4,4,3,3,5,4,6,2,4,1,5,2,2,21,2,2,-2,-2,-1,8,-2,8,-1,1,7,4,3,2,5,-1,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,707668776,,8f91ff4a-826b-46c0-a59c-a02f13cab8eb,N,0,0,0,0,2,3,APKN,0,0,Y,,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,5,5,5,5,16,15,4,3,5,6,5,6,63,3,3,0,0,0,12,0,18,0,17,2,4,6,6,6,0,5,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,756710002,,4468b014-48f6-4bfd-8e5c-bbf4ba4aea3c,N,0,0,0,0,1,4,APKN,0,0,,,Y,,10,6,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,5,4,5,5,5,18,18,9,8,8,9,9,7,87,3,2,0,0,1,27,0,26,0,15,8,8,2,9,7,1,,,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,672962561,,89ddbb1e-5d7d-4d3e-92ab-b532a46e9cfb,N,0,0,0,0,2,3,APKN,0,0,Y,Y,Y,Y,11,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,5,5,5,18,17,9,7,8,8,8,6,81,3,3,0,2,0,26,0,23,0,29,0,7,7,4,5,0,5,0,,,0,0,0,0,0,0
,,,,F,,15,401,0,761991641,,314afb21-b938-4141-aab2-9fb51af72c6e,N,0,0,0,0,1,4,APKN,0,0,Y,Y,Y,Y,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,4,1,2,,12,16,6,6,8,5,5,4,62,3,2,,,,21,,17,,14,2,7,5,6,7,-1,,,6,-1,0,0,0,0,0,0
,,,,M,,15,401,1,769718651,,350d5e5d-fc61-49ac-8a6e-9da86fc30d8b,N,0,0,0,0,1,4,WBRI,0,0,Y,Y,Y,Y,10,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,5,4,5,15,17,10,8,7,8,7,5,83,3,3,1,0,1,27,2,23,0,27,0,7,7,10,6,2,6,1,4,0,0,0,0,0,0,0
,,,,F,,15,401,0,796513233,,c4560ec2-f91b-4f8d-adc9-82777d933d6a,K,1,0,0,0,2,2,MWBA,0,0,Y,Y,,Y,10,10,1,1,1,1,,1,1,1,,1,,1,,,,,4,3,1,1,,17,14,6,6,5,6,5,7,71,2,3,,,,19,,17,,18,1,7,6,1,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,752807986,,fd45fef2-890a-4c92-9c47-d4e2626e532c,N,0,0,0,0,1,4,WBRI,0,0,Y,Y,,Y,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5,5,5,5,5,18,18,10,8,8,10,9,8,87,3,3,1,1,1,27,1,29,1,27,2,8,8,6,7,1,7,2,5,1,0,0,0,0,0,0
,,,,F,,15,401,1,776850371,,0d0dfa30-980a-4691-8ad3-72418f9623dd,N,0,0,0,0,2,2,AOTH,0,0,,,,,10,8,1,1,1,1,,,,,,,,,,,,,4,5,5,5,5,10,3,4,2,2,6,4,2,41,2,3,0,0,-1,11,0,15,0,7,8,2,4,0,5,0,3,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,815030831,,d2461d77-7db8-4412-9cc9-994fc3d61c5c,N,0,0,0,0,1,2,WBRI,0,0,,,,,8,7,1,1,1,1,,,1,,,,,,,,,,5,4,5,5,5,10,1,4,2,0,4,3,1,39,2,3,-1,0,-2,11,-1,11,-2,18,1,1,1,0,5,0,5,0,,,0,0,0,0,0,0
,,,,F,,15,401,0,815319782,,f29499db-ebc2-4d60-b6a7-9106b3a8e1ed,N,0,0,0,0,2,4,ABAN,0,0,,,Y,,11,8,1,1,1,1,,,1,,1,1,1,1,,,,,,4,1,1,,5,13,6,1,0,5,5,2,44,3,3,,,,17,,14,,13,5,1,0,0,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,809462499,,a4993dc7-8842-4759-b103-9f661f516b86,N,0,0,0,0,1,4,WBRI,0,0,Y,Y,Y,Y,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,5,5,5,11,14,8,6,7,8,7,5,81,3,3,0,0,0,24,0,23,0,24,1,7,7,4,5,0,5,0,4,1,0,0,0,0,0,0
,,,,M,,15,401,1,824501035,,02905427-098f-4649-908f-fa83ff575475,N,0,0,0,0,2,4,WIRI,0,0,Y,Y,Y,Y,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,4,4,5,18,17,9,8,8,10,9,8,85,3,3,1,2,0,26,1,28,1,29,2,8,7,9,6,1,5,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,686677578,,3cb056e8-0c7c-4f6c-9ef8-f3daea8aab76,K,1,0,0,1,1,1,WBRI,0,0,Y,Y,Y,,8,7,1,1,1,1,1,1,1,1,,,1,1,1,1,,,4,,4,3,4,14,14,7,6,5,7,6,5,70,3,3,1,2,1,21,2,20,1,19,3,6,6,6,3,1,3,2,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,717197449,,7c2249b5-f0ff-4f1f-9aa8-3a93b24845c3,K,0,0,0,0,2,1,ABAN,0,0,Y,,,,10,9,1,1,1,1,,,,,,,1,,,,,,3,4,5,5,5,15,11,5,6,6,5,2,2,46,3,2,0,0,0,15,1,11,0,11,3,7,6,2,5,0,6,0,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,595166121,,0f23ace3-d1ff-4382-b23a-98f84623e725,N,1,0,0,1,1,2,APKN,0,0,,,Y,,5,7,1,1,,1,,,,,,,,,,,,,W,3,3,3,3,9,9,1,0,1,3,2,1,19,1,2,0,0,0,1,-1,7,0,5,0,0,2,1,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,0,806671194,,a532eecd-3f3e-47b7-9b87-2e96680c522e,K,0,0,0,0,1,4,APKN,0,0,,Y,Y,,7,7,,1,1,1,1,,,,1,,1,1,1,1,,,5,4,1,1,,2,10,5,7,3,5,5,3,41,3,3,,,,16,,14,,15,1,5,7,4,,,2,1,,,0,0,0,0,0,0
,,,,M,,15,401,1,695867468,,6b87f90b-9a52-4397-8a37-3b923f1d1c84,N,0,0,0,0,2,2,APKN,0,0,,,Y,,7,6,,1,1,1,,,,,1,,1,1,,,,,5,5,5,5,5,1,6,3,2,3,6,4,2,30,3,2,0,-3,0,8,0,15,0,13,4,1,5,0,4,0,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,754008166,,4c032613-a3d8-45ff-8a8a-4eae5e52dc8a,N,0,0,0,1,1,2,WBRI,0,0,Y,,,,9,6,1,1,1,1,,,,,,,,,,,,,2,4,3,3,5,6,10,4,4,3,6,6,7,53,2,3,0,-1,0,16,0,18,0,9,4,6,3,0,4,0,5,-2,,,0,0,0,0,0,0
,,,,M,,15,401,1,782716216,,40532d3b-173c-4057-944f-8f67ceace145,N,0,0,0,0,2,1,WBRI,0,0,,,,,8,9,1,1,1,,,,,,1,1,,,,1,,,4,4,5,5,5,13,8,2,6,1,4,4,5,43,2,3,0,0,0,8,0,14,0,14,0,4,0,2,5,0,,,,,0,0,0,0,0,0
