candidate_number,forvus_index_number,surname,forename,gender,date_of_birth,age,pupil_inclusion_status_flag,pupil_included_in_progress_8_calculations,la_establishment_number,school_urn,upn,sen,has_the_pupil_been_eligible_for_fsm_in_the_last_6_years,is_the_pupil_looked_after,post_looked_after_arrangements,is_the_pupil_disadvantaged,eal_group,ks2_prior_band,students_ethnicity,did_the_pupil_join_within_the_last_2_yrs,took_english_bacc_9_4,took_english_bacc_9_5,took_english_and_maths_gcses_9_4,took_english_and_maths_gcses_9_5,entries,gcse_entries,entry_english_ebacc,entry_maths_ebacc,entry_science_ebacc,entry_humanities_ebacc,entry_language_ebacc,entry_all_ebacc,achieved_english_ebacc_9_4,achieved_english_ebacc_9_5,achieved_maths_ebacc_9_4,achieved_maths_ebacc_9_5,achieved_science_ebacc_at_grade_9_4,achieved_science_ebacc_at_grade_9_5,achieved_humanities_ebacc_at_grade_9_4,achieved_humanities_ebacc_at_grade_9_5,achieved_language_ebacc_at_grade_9_4,achieved_language_ebacc_at_grade_9_5,entry_triple_science,entry_multiple_languages,ks2_reading_level_finely_graded,ks2_mathematics_finely_graded,ks2_reading_ta_level,ks2_mathematics_ta_level,ks2_reading_ps,ks2_maths_ps,pupil_level_ebacc_average_point_score,point_score_in_english_ebacc_subject_area,point_score_in_maths_ebacc_subject_area,point_score_in_science_ebacc_subject_area,highest_point_score_achieved_in_humanities_ebacc_subject_area,highest_point_score_achieved_in_language_ebacc_subject_area,prior_attainment_score_in_english_and_mathematics,score_achieved_in_english,score_achieved_in_mathematics,score_achieved_in_1st_ebacc_slot,score_achieved_in_2nd_ebacc_slot,score_achieved_in_3rd_ebacc_slot,score_achieved_in_1st_open_slot,score_achieved_in_2nd_open_slot,score_achieved_in_3rd_open_slot,attainment_8_score,ebacc_slots_filled,open_slots_filled,pupils_adjusted_progress_8_score,pupils_unadjusted_progress_8_score,pupils_progress_8_score_has_been_adjusted_due_to_extreme_negative_score,progress_8_score_for_english,progress_8_score_for_mathematics,score_achieved_in_ebacc_slots,progress_8_score_for_ebacc_slots,score_achieved_in_open_slots,progress_8_score_for_open_slots,total_score_achieved_in_open_slots_gcses_only,total_score_achieved_in_open_slots_non_gcses_only,ks2_4_predicted_ps_for_ebacc_science_va,ebacc_science_va_score,ks2_4_predicted_ps_for_ebacc_humanities_va,ebacc_humanities_va_score,ks2_4_predicted_ps_for_ebacc_language_va,ebacc_language_va_score,pupil_level_english_pathway_flag,pupil_level_science_pathway_flag,maths_exclude_previous_school,english_exclude_previous_school,science_exclude_previous_school
,,,,M,,15,401,1,819493759,,f831e72d-07f2-4609-bf14-41ae746808b4,N,0,0,0,0,2,4,CHNE,0,Y,Y,Y,Y,12,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,5,4,4,9,8,9,8,8,3,5,17,18,10,9,8,10,8,8,91,3,3,1,1,,0,0,28,1,27,2,26,6,7,0,7,0,,,0,0,0,0,0
,,,,M,,15,401,1,517573111,,147e2022-61a3-4ac7-ae0f-c074bfa8f78a,E,0,0,0,0,1,2,WBRI,0,,Y,,,7,9,1,1,1,1,1,1,1,,,,,,,,,,1,,,,2,2,3,3,2,4,6,6,5,3,5,6,9,3,5,3,4,5,3,29,2,2,0,0,,0,0,8,0,11,0,8,4,6,0,,,,,0,0,0,0,0
,,,,F,,15,401,1,779947500,,c72f54b5-484a-4523-bb30-26d45a7ac693,K,0,0,0,0,1,1,WBRI,0,,,Y,,8,8,1,1,1,1,,,1,1,1,1,1,1,1,,,,,,,,4,5,5,5,3,5,4,4,2,2,4,9,6,6,3,4,7,5,4,50,3,3,1,1,,3,1,16,1,17,1,9,6,4,1,4,0,4,0,0,0,0,0,0
,,,,F,,15,401,1,774907455,,51dcf5f4-f747-4c84-aa9a-bb2dda5eb700,N,0,0,0,1,1,2,WBRI,0,,Y,Y,,5,6,1,1,1,1,,,,,1,,1,,,,,,,,,,2,6,3,2,4,8,9,8,6,0,4,16,17,4,8,7,6,7,4,53,3,2,0,0,,1,1,18,0,14,0,16,1,3,0,3,0,,,0,0,0,0,0
,,,,F,,15,401,1,640171582,,bf5a8156-596a-4a84-9d08-18f59c1410a1,N,0,0,0,0,1,3,WBRI,0,,,Y,Y,7,9,1,1,1,,,,1,,1,1,1,1,1,1,,,1,,,,5,5,4,4,3,1,6,5,2,1,5,1,10,6,6,3,5,3,2,46,3,2,0,0,,-2,0,16,0,13,-1,9,1,5,0,,,,,0,0,0,0,0
,,,,F,,15,401,1,806473418,,9cdfad44-2282-44e1-b3ef-147971fe873c,N,0,0,0,0,1,3,AIND,0,Y,,Y,,9,7,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,,,,,4,5,3,2,7,7,5,6,4,6,5,16,13,8,6,5,6,8,6,77,3,2,0,0,,0,0,23,0,20,0,19,3,5,0,,,4,0,0,0,0,0,0
,,,,F,,15,401,1,681746617,,c1b2eb68-069c-4f35-9025-1c8fd951a2b7,N,0,0,0,0,1,3,WBRI,0,Y,Y,,Y,7,7,,1,1,1,1,1,,,1,1,,1,1,1,1,1,,1,,,4,6,2,2,5,8,7,5,8,5,4,16,12,3,6,3,5,8,7,59,2,2,1,1,,1,1,10,1,19,2,8,4,,,,,,,0,0,0,0,0
,,,,F,,15,401,1,806869372,,ef013a33-67e2-4581-b909-f3d3c094ba1a,N,0,0,0,0,1,2,WBRI,0,Y,Y,Y,Y,12,11,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,,,5,5,5,5,7,7,5,5,6,3,5,13,13,9,7,8,9,7,6,80,3,3,0,0,,0,0,26,1,25,0,26,0,5,1,4,1,5,0,0,0,0,0,0
,,,,M,,15,401,1,770470461,,b253289e-05e9-49dd-943b-70b0cefea0e0,N,0,0,0,0,1,4,MWAS,0,Y,,Y,Y,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,5,4,4,7,9,9,8,8,7,5,18,17,9,8,8,7,8,8,86,3,3,1,1,,1,2,27,2,24,1,23,2,,,6,2,5,1,0,0,0,0,0
,,,,M,,15,401,1,497530228,,55e5856a-f45b-4d70-b276-2a082b78fa3f,K,0,0,0,0,1,1,WBRI,0,,,,,5,6,,1,1,,,,,,,,,,,,,,,,,,W,3,3,4,0,3,3,1,2,1,4,8,4,1,2,1,4,3,2,18,2,2,0,0,,0,0,2,0,8,0,7,1,,,,,,,0,0,0,0,0
,,,,F,,15,401,1,732816149,,534fbdc7-1bb7-427b-a169-46aa1f9e650e,N,0,0,0,0,2,2,WBRI,0,,,Y,,5,6,1,1,1,,,,1,1,1,,,,,,,,,,,,4,5,4,3,1,3,1,0,1,1,3,3,1,1,0,0,2,0,0,13,2,2,-1,-1,,0,0,1,0,2,-2,0,3,3,-1,,,,,0,0,0,0,0
,,,,M,,15,401,0,794270393,,221427c9-842e-4260-a531-6d2a07b86e2a,N,0,0,0,0,2,4,MWAS,0,Y,,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,4,5,1,2,7,8,8,7,1,5,,16,15,8,6,5,8,5,6,75,3,3,,,,,,23,,20,,19,0,4,0,,,,,0,0,0,0,0
,,,,M,,15,401,1,741448807,,87fe0193-c569-4ed7-9529-73f62835db00,N,0,0,0,0,2,2,APKN,0,,,,,7,7,1,1,1,,1,,,,,,,,,,1,1,,,,,,4,3,3,2,4,6,4,1,5,4,12,11,4,6,1,5,3,4,41,2,3,0,0,,0,0,11,0,11,0,6,4,,,,,5,1,0,0,0,0,0
,,,,F,,15,401,1,784421293,,9685bafd-539e-4050-bd93-f92be0633e4a,N,0,0,0,0,1,3,WBRI,0,Y,,Y,Y,10,11,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,,,,5,5,5,5,6,6,8,6,4,6,5,15,16,6,7,7,7,8,5,70,3,3,0,0,,0,1,20,0,21,0,23,0,6,0,5,1,5,0,0,0,0,0,0
,,,,M,,15,401,1,740798001,,0f4246de-2b36-451d-b58f-875b664a4eec,N,0,0,0,0,1,2,APKN,0,,Y,,,7,7,1,1,1,,1,,1,,,,1,1,,,,,,,,,4,4,4,5,1,2,4,4,1,2,4,2,6,2,2,4,1,1,0,19,3,2,-1,-1,,-2,-1,7,0,3,-1,0,5,5,0,3,-1,4,-1,0,0,0,0,0
,,,,M,,15,401,1,781937772,,3251df1b-3a65-44a7-8cc8-12440cf44de4,N,0,0,0,0,1,3,WBRI,0,Y,Y,Y,Y,10,9,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,5,5,5,8,6,8,8,7,7,5,17,17,10,8,8,7,8,7,87,3,3,0,0,,0,0,27,2,23,0,21,2,7,2,6,2,6,0,0,0,0,0,0
,,,,F,,15,401,1,623503439,,6a2e4be1-4709-44e8-a7c4-d201009edf08,N,0,0,0,0,1,3,APKN,0,,,Y,,7,8,1,1,1,,,,1,1,1,1,1,1,,,,,1,,,,4,4,4,4,2,4,5,2,4,1,5,9,7,4,4,3,5,3,5,41,3,3,0,0,,0,0,12,0,13,0,9,1,5,0,,,,,0,0,0,0,0
,,,,F,,15,401,1,727703785,,0c557f64-72a4-4767-9c6b-4b0834d31efa,N,0,0,0,0,1,2,WBRI,0,,Y,,,7,8,1,1,1,,1,1,,,1,1,,,,,1,1,,,,,4,6,4,4,5,9,7,8,1,5,4,17,14,5,7,5,5,5,3,57,2,3,0,0,,1,1,17,0,13,0,17,0,5,0,,,5,0,0,0,0,0,0
,,,,F,,15,401,1,730964141,,e0b37a45-7300-4325-8e00-6e8e471e7351,N,0,0,0,0,2,2,WBRI,0,Y,,Y,Y,9,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,5,5,5,5,5,7,4,4,8,2,5,13,6,7,5,4,8,6,7,64,3,3,1,1,,1,0,19,0,21,1,24,1,5,0,5,1,4,0,0,0,0,0,0
,,,,F,,15,401,1,824110164,,07e911e8-e774-40e1-9b56-7240343bf284,N,0,0,0,0,1,4,WBRI,0,Y,Y,Y,Y,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,2,5,5,5,8,9,9,8,4,9,5,17,18,10,8,7,9,7,8,89,3,3,0,0,,0,0,27,0,26,-1,25,1,7,0,,,6,0,0,0,0,0,0
,,,,F,,15,401,1,756152782,,ba86ebb9-e996-40ae-93a8-a0536c23b115,N,0,0,0,0,2,3,AIND,0,,,,,7,6,1,1,1,,,,1,1,,,,,,,,,,,,,6,6,1,2,1,4,1,1,0,0,3,7,3,2,0,0,3,2,0,21,2,2,-1,-1,,-1,0,4,-2,7,-1,7,6,2,-1,,,,,0,0,0,0,0
,,,,M,,15,401,0,712408979,,25f8ee1d-911d-420b-8644-30cb9c2cb115,N,0,0,0,0,2,2,BCRB,0,,,,,7,8,1,1,1,1,,,1,,,,,,,,,,,,,,W,W,1,1,2,2,4,4,2,2,,3,8,4,6,7,6,4,3,37,3,3,,,,,,13,,14,,16,4,,,,,,,0,0,0,0,0
,,,,M,,15,401,0,745134050,,7c840be9-c828-4c39-a4e2-846d4cac1de6,N,1,0,0,1,2,3,WBRI,0,,,Y,Y,8,9,1,1,1,1,,,1,1,,1,1,,1,,,,,,,,,3,1,1,3,3,3,5,7,2,,4,5,4,5,5,6,3,6,40,3,3,,,,,,12,,15,,13,1,,,3,1,,,0,0,0,0,0
,,,,M,,15,401,1,610681024,,d410790a-3f95-4b88-9cc2-76ccec222943,K,0,0,0,0,1,2,WBRI,0,,,,,6,6,,1,1,,1,,,,,,,,,,1,1,,,,,2,6,3,3,1,1,2,3,0,4,3,4,3,2,2,2,2,3,2,22,2,2,-1,-1,,-2,-1,5,-2,7,0,8,3,3,-1,,,4,0,0,0,0,0,0
,,,,F,,15,401,1,624111516,,c7575d75-2af4-4f3f-a2e0-5aafc518f159,N,0,0,0,0,1,2,APKN,0,,Y,,,8,10,1,1,1,,,,1,,1,,1,1,,,,,1,,,,5,5,4,5,4,6,7,7,2,2,4,8,13,3,7,5,7,6,6,48,2,3,0,0,,-1,0,12,0,17,1,16,0,3,0,,,,,0,0,0,0,0
,,,,M,,15,401,1,731872648,,388a7d9f-5fc1-434b-9469-06dcfe01d31b,N,0,0,0,0,1,1,WBRI,0,,,Y,Y,7,6,1,1,1,,,,1,1,1,1,1,1,,,,,,,,,,5,5,5,3,8,6,2,0,0,4,15,11,5,5,2,5,5,4,48,2,3,0,0,,0,0,15,-1,15,-1,9,5,3,0,4,-1,,,0,0,0,0,0
,,,,M,,15,401,1,602635544,,07f41159-bab5-4833-aaa3-b1cd7d37bcff,K,1,0,0,1,1,2,AIND,0,,,Y,Y,6,6,,1,1,,,,,1,1,1,1,1,1,,,,,,,,5,4,4,4,2,4,4,3,2,2,4,11,5,3,3,1,4,3,1,35,2,2,0,0,,0,0,7,0,11,0,14,1,4,0,,,,,0,0,0,0,0
,,,,F,,15,401,1,654834666,,762dab3d-ccf9-464e-a318-f94a9e80cbf4,N,0,0,0,0,2,1,WBRI,0,,,,,6,7,1,1,1,,,,,,,1,,,,1,,,,,,,,6,5,4,2,7,5,3,7,0,4,11,7,2,4,2,5,4,3,34,2,2,0,0,,1,1,5,0,12,1,5,3,4,0,4,2,,,0,0,0,0,0
,,,,M,,15,401,1,743945323,,1e737301-3b56-40a7-bc8d-d73563561790,K,0,0,0,0,1,1,WOTH,0,,,,,7,5,1,1,1,1,1,,,,1,,,1,,,,,,,,,5,,5,5,3,3,3,5,0,2,5,10,9,5,4,4,5,2,1,45,3,2,0,0,,0,1,15,1,12,0,10,5,4,0,3,-1,4,1,0,0,0,0,0
,,,,M,,15,401,1,770922901,,11b0a83e-74e5-4a3d-86da-4429b5e2d171,N,0,0,0,0,2,2,WOTH,0,,,Y,,8,7,1,1,1,,1,,,,1,,,,,,,,,,,,4,,4,5,3,4,6,4,0,4,4,11,13,6,3,3,6,6,3,44,3,3,0,0,,0,1,13,0,16,0,6,6,4,0,4,-1,4,0,0,0,0,0,0
,,,,F,,15,401,1,786871863,,86e0d41b-237b-429f-8027-6684b7c5199f,N,0,0,0,0,1,2,AIND,0,Y,,,Y,9,9,1,1,1,1,,,,,,1,1,1,,,,,,,,,6,4,2,3,4,7,6,7,2,2,3,10,11,6,6,4,6,6,6,51,3,3,2,2,,0,3,18,2,17,1,19,1,2,2,2,0,,,0,0,0,0,0
,,,,F,,15,401,1,749002530,,dda71e60-7176-442a-a10d-6ba8781f525b,K,0,0,0,0,1,2,WBRI,0,Y,Y,,,8,7,1,1,1,1,1,1,1,1,1,,,,1,,,,,,,,4,,5,4,4,6,1,1,7,5,4,10,2,4,3,0,4,3,0,39,2,2,-1,-1,,0,-2,9,-1,11,-2,9,2,4,0,5,1,4,-1,0,0,0,0,0
,,,,F,,15,401,1,759603518,,97b7dea0-33ac-4ac0-bcd8-2d1e5ccec902,N,0,0,0,0,1,3,APKN,0,,,Y,Y,6,7,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,4,4,2,1,4,6,5,6,4,4,4,7,8,5,5,5,4,5,3,47,2,2,0,0,,-1,0,14,0,9,-1,7,3,,,,,,,0,0,0,0,0
,,,,F,,15,401,0,735451972,,105fb3f1-0ec2-49e9-8f06-08d4449ae9da,N,0,0,0,0,1,4,WBRI,0,Y,Y,Y,Y,10,10,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,,,,4,4,2,2,7,4,7,7,3,9,,13,15,7,6,5,8,6,4,75,2,2,,,,,,21,,20,,24,1,,,,,5,0,0,0,0,0,0
,,,,M,,15,401,1,722918773,,785a9043-bc88-4210-adcb-571ee1681e1d,N,0,0,0,0,1,2,APKN,0,,,Y,Y,7,9,1,1,1,,,,1,1,1,1,,,,,,,1,,,,6,5,5,5,2,6,7,2,2,1,5,12,13,2,3,4,7,6,1,44,2,2,0,0,,0,0,4,-1,15,0,13,0,5,0,5,0,,,0,0,0,0,0
,,,,M,,15,401,1,680963814,,0952c99e-9172-4192-a78e-4c2e58338696,N,0,0,0,0,1,2,WBRI,0,Y,,Y,,6,9,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,,,,,4,,2,2,3,6,8,7,6,4,4,9,14,5,7,5,5,3,4,37,3,2,2,2,,1,2,15,3,15,1,15,3,3,2,,,,,0,0,0,0,0
,,,,M,,15,401,1,510369078,,2ba67ace-5d24-46a2-a8be-dd680d7f06f0,K,0,0,0,0,1,1,WBRI,0,,,Y,,2,5,,1,1,,,,1,,,,1,,,1,,,,,,,5,4,5,5,0,5,5,0,3,0,3,3,3,0,0,1,0,0,0,3,2,2,0,0,,0,0,0,0,0,-1,0,2,3,1,3,1,,,0,0,0,0,0
,,,,M,,15,401,1,766234894,,fcce1334-398f-4e8a-a3b9-535f71824f09,K,0,0,0,0,1,3,AIND,0,,Y,Y,Y,9,9,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,6,3,4,6,8,8,6,3,5,5,17,16,7,7,5,8,7,7,78,3,3,1,1,,1,0,22,1,23,0,22,1,6,1,,,,,0,0,0,0,0
,,,,M,,15,401,1,791670742,,8f1e298e-0ab0-4703-80c0-0f2b497fcd46,E,0,0,0,0,1,3,WOTH,0,Y,Y,Y,Y,10,11,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,,4,6,3,4,7,6,9,8,5,9,5,16,18,8,8,6,8,8,7,80,3,3,1,1,,0,2,24,2,25,2,24,1,4,2,,,4,2,0,0,0,0,0
,,,,M,,15,401,1,806078012,,0645d7cc-d5bc-47a4-af18-7e0468620559,N,0,0,0,0,1,4,APKN,0,Y,Y,,,11,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,4,4,8,9,9,8,5,5,5,18,18,10,8,8,10,8,8,90,3,3,2,2,,2,2,27,2,27,3,26,1,6,2,,,5,0,0,0,0,0,0
,,,,M,,15,401,1,802579227,,fb0a32e2-19e6-4d58-bdf2-b1816fce758f,N,0,0,0,0,1,3,WBRI,0,,,,,10,7,1,1,1,1,1,1,,,1,,1,1,1,,,,,,,,4,,3,2,3,0,1,5,4,3,4,1,3,4,3,3,5,1,3,31,3,3,-1,-1,,-2,-1,13,0,12,-1,8,7,3,0,3,0,3,-2,0,0,0,0,0
,,,,F,,15,401,1,720481950,,8818ee78-1fb0-4445-aa74-73527ceb1b1a,K,0,0,0,0,1,2,WBRI,0,Y,Y,Y,Y,7,6,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,,,,,5,5,5,5,5,7,5,6,1,8,4,15,11,6,6,2,5,6,3,63,2,2,0,0,,1,0,16,0,16,0,10,1,4,0,,,4,0,0,0,0,0,0
,,,,F,,15,401,1,795938391,,d6073ade-733a-4689-9f3d-df0d43c16f01,K,0,0,0,0,1,4,APKN,0,,,Y,Y,7,9,1,1,1,1,,,1,1,1,1,,,,,,1,,,,,5,6,3,2,3,5,6,4,5,2,5,10,10,5,5,6,7,4,6,53,3,3,0,0,,0,0,16,0,18,0,20,1,4,0,3,0,,,0,0,0,0,0
,,,,F,,15,401,1,524288536,,73fcfca7-8b2b-4ad9-803d-9403f846a3f2,K,0,0,0,0,2,1,APKN,0,,,Y,,5,8,1,1,1,,1,,1,,,,1,1,,,,,,,,,2,3,4,4,1,7,4,3,1,4,4,12,5,2,3,0,5,2,2,30,1,2,0,0,,0,0,4,0,12,1,6,2,5,1,,,5,0,0,0,0,0,0
,,,,F,,15,401,1,743260505,,739a2637-1a44-40cd-9fee-908e2786a2e3,N,0,0,0,0,1,2,APKN,0,Y,,,,5,7,1,1,1,,1,1,1,,,,,1,,,1,1,,,,,4,5,5,5,3,7,3,5,1,9,5,13,6,7,5,3,6,4,2,45,2,2,0,0,,0,0,16,0,15,0,15,1,6,1,6,0,5,0,0,0,0,0,0
,,,,F,,15,401,1,690760805,,81480d3e-9e99-466c-abeb-eed5fe256cfa,N,0,0,0,0,1,4,APKN,0,,,Y,Y,7,9,1,1,1,,,,1,1,1,1,1,1,,,,,1,,,,,4,3,2,3,4,4,4,0,2,5,9,6,4,5,2,6,2,2,43,2,3,0,0,,-1,0,12,0,14,0,11,3,,,,,,,0,0,0,0,0
,,,,F,,15,401,0,820945607,,6d8364ed-02c1-466d-a391-4af847b5e982,N,0,0,0,0,1,4,WBRI,0,Y,,Y,Y,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,4,6,2,4,9,6,9,9,8,9,,16,18,10,9,9,9,8,8,91,3,3,,,,,,28,,26,,27,0,,,7,-1,6,-2,0,0,0,0,0
,,,,M,,15,401,1,817098303,,b3a559c5-c650-4840-b7f8-1b9d7dd6bd40,N,0,0,0,0,1,2,APKN,0,,,,,8,10,1,1,1,1,,,,,,,1,,,,,,,,,,4,6,5,4,3,5,2,3,5,1,4,14,5,3,1,2,3,4,6,34,3,3,-1,-1,,0,-1,11,-1,11,0,18,0,4,0,3,0,,,0,0,0,0,0
,,,,F,,15,401,1,776613057,,a23cbd9f-1550-4674-a4f1-7d9ef7c6ea9e,N,1,0,0,1,1,2,WBRI,0,,Y,Y,,8,9,1,1,1,1,1,1,1,,,,,,,,1,1,,,,,5,6,4,4,4,7,3,2,4,5,4,15,5,4,4,1,3,3,5,43,2,3,0,0,,1,0,10,0,11,0,8,2,4,0,4,0,5,0,0,0,0,0,0
,,,,M,,15,401,1,486132406,,473e8185-22b3-4b9a-9899-c9a65aabaa7a,N,0,0,0,1,1,2,AIND,0,,Y,Y,,3,6,,1,1,,,,,,,,,,1,,,,,,,,,4,4,3,0,6,7,2,5,2,4,6,10,0,4,2,1,1,1,11,2,2,0,0,,0,0,1,0,2,-1,2,0,3,0,,,,,0,0,0,0,0
,,,,F,,15,401,1,662296684,,30c57cce-ba26-4611-bba9-9e75eeccc7ec,N,0,0,0,0,1,2,WBRI,0,,,,,9,10,1,1,1,1,1,,1,1,1,,,,,,1,1,1,1,,,5,5,5,5,3,7,4,2,2,6,5,12,6,6,4,5,6,5,5,52,3,3,0,0,,0,-2,15,0,16,0,11,2,7,0,5,-1,6,1,0,0,0,0,0
,,,,M,,15,401,1,756455866,,259ba606-b0d0-4cf5-b6c4-f21e3f6ed8f0,N,0,0,0,0,1,4,APKN,0,,Y,Y,Y,12,12,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,5,4,4,9,9,9,9,4,9,5,18,18,10,9,8,10,8,8,91,3,3,2,2,,1,2,28,3,27,3,27,0,7,3,,,6,0,0,0,0,0,0
,,,,M,,15,401,1,707316549,,52b40c3a-7007-485f-8863-12bdb137a0a3,K,0,0,0,0,1,2,WBRI,0,,,,Y,5,5,,1,1,,,,,1,1,1,1,1,,,1,1,,,,,5,4,4,5,1,1,5,1,1,2,4,3,10,4,3,1,3,1,1,30,2,2,-1,-1,,-2,0,10,0,5,-2,5,0,4,0,,,,,0,0,0,0,0
,,,,M,,15,401,1,569706934,,140083cc-7a3a-462a-89b7-3a99deeea2d3,N,0,0,0,0,1,1,AIND,0,,,,,5,5,1,1,1,1,,,1,,,,,,,,,,,,,,3,2,3,3,0,3,0,0,1,1,2,2,0,0,0,0,0,0,0,6,2,2,-1,-1,,0,0,0,0,0,-1,1,1,1,0,1,-1,,,0,0,0,0,0
,,,,F,,15,401,1,805846714,,a827bbf7-7aa6-47fa-ba03-d944de1b7053,N,0,0,0,0,1,3,APKN,0,Y,Y,Y,,11,9,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,,,,5,,5,5,7,8,8,7,5,5,5,16,17,8,7,8,9,8,7,86,3,3,1,1,,3,0,22,1,26,2,22,2,5,0,4,0,5,0,0,0,0,0,0
,,,,F,,15,401,1,614280024,,82880526-425c-445f-a1e6-d64059489006,N,0,0,0,0,2,3,APKN,0,,,,Y,6,9,1,1,,,1,1,,1,,,,,1,,1,1,,,,,4,4,4,5,1,5,6,3,0,8,5,8,7,2,5,3,4,2,2,31,2,2,0,0,,-1,0,6,0,9,-1,4,1,,,,,5,0,0,0,0,0,0
,,,,F,,15,401,1,777731412,,98208a06-ad4d-4d35-b12b-9b7e1eb4c878,N,0,0,0,0,1,2,APKN,0,,,,,6,7,1,1,1,1,,,1,,,,,,1,,,,,,,,4,5,4,4,2,8,2,0,7,0,4,12,3,4,0,0,2,2,1,25,2,2,0,0,,1,-1,9,0,6,-1,6,3,3,-1,4,2,,,0,0,0,0,0
,,,,F,,15,401,1,737222055,,69c3efa3-b666-41f7-9eb9-bc42f75ba842,N,0,0,0,0,1,2,APKN,0,Y,Y,Y,Y,11,11,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,,5,4,5,5,7,8,7,7,8,8,5,17,14,9,7,7,7,7,5,78,3,2,1,1,,2,0,25,1,22,1,21,1,6,1,5,2,5,2,0,0,0,0,0
,,,,M,,15,401,1,717562503,,44be3d9e-6f7b-46ea-9570-e28c6a77fdc4,N,0,0,0,0,1,3,WBRI,0,,,Y,,7,8,1,1,1,,1,1,1,1,1,,,,,,,,,,,,4,6,4,4,3,6,3,5,1,6,5,8,5,4,5,1,4,4,4,40,2,3,-1,-1,,0,-1,14,0,11,-1,16,2,5,0,,,5,-1,0,0,0,0,0
,,,,F,,15,401,1,789993142,,273e6973-2299-4048-9ae9-50f015ad4ea9,K,1,0,0,1,1,2,WBRI,1,Y,Y,Y,,9,7,1,1,1,1,,1,1,1,1,,1,,1,,,,1,,,,4,4,5,5,5,7,4,4,0,1,5,14,11,6,3,2,4,4,1,60,3,2,0,0,,0,0,16,0,11,-1,8,2,6,-1,5,0,4,1,0,0,0,0,0
,,,,M,,15,401,1,647869304,,9c2007bc-4049-4daf-9d11-c30125d52dc8,N,0,0,0,0,2,2,AIND,0,,,Y,Y,7,9,1,1,1,,,,1,,1,1,1,,,,,,1,,,,4,4,4,5,2,2,8,6,4,1,5,4,15,3,6,4,4,5,4,39,2,2,-1,-1,,-2,0,9,-1,10,-1,4,2,6,0,,,,,0,0,0,0,0
,,,,F,,15,401,1,763891688,,285b944e-0727-4f24-990c-6371c57b0847,N,0,0,0,0,1,2,WBRI,0,,,Y,,8,8,1,1,1,1,1,,1,1,1,,,,1,,,,,,,,4,4,5,4,2,6,2,1,3,2,4,9,4,3,2,5,5,4,5,38,3,3,1,1,,2,0,8,0,16,1,11,4,3,0,3,1,4,-1,0,0,0,0,0
,,,,M,,15,401,1,585955555,,79ac6674-ee4e-46f4-86e6-0f406339674f,N,0,0,0,0,1,2,,0,,,,,7,8,1,1,1,,1,,1,,,1,,,,,,1,,,,,4,2,4,4,3,5,7,4,1,4,5,10,13,5,4,5,3,2,1,41,3,2,0,0,,0,0,13,0,8,0,5,0,6,0,,,6,0,0,0,0,0,0
,,,,F,,15,401,1,775699076,,9c5cb7d3-083a-4204-9ec9-0f29f33bf200,N,0,0,0,0,2,3,APKN,0,,,Y,,9,9,1,1,1,1,,,,,1,,,,,1,,,,,,,5,5,5,5,5,5,3,6,4,2,5,10,7,6,7,3,6,6,4,54,3,3,0,0,,0,0,18,0,17,1,16,2,5,0,5,1,,,0,0,0,0,0
,,,,M,,15,401,1,822551816,,78a47885-8b2c-4820-bf09-99a9a07a599e,N,0,0,0,0,1,3,WBRI,0,,,Y,Y,11,11,1,1,1,1,,,1,,1,1,1,1,1,1,,,,,,,5,5,5,5,6,4,1,2,8,0,5,12,5,8,5,4,7,6,5,69,3,3,0,0,,0,0,23,0,21,-1,23,1,5,0,6,0,5,-1,0,0,0,0,0
,,,,M,,15,401,1,723507128,,0251d826-d68a-4b50-be21-b463893e5880,N,0,0,0,0,1,4,WBRI,0,Y,Y,Y,Y,11,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,4,4,4,5,7,7,8,8,8,6,5,14,16,9,8,8,8,8,7,80,3,3,0,0,,0,0,26,1,23,0,23,1,7,1,6,1,5,1,0,0,0,0,0
