candidate_number,forvus_index_number,surname,forename,gender,date_of_birth,age,pupil_inclusion_status_flag,pupil_included_in_progress_8_calculations,la_establishment_number,school_urn,upn,sen,has_the_pupil_been_eligible_for_fsm_in_the_last_6_years,is_the_pupil_looked_after,is_the_pupil_disadvantaged,eal_group,ks2_prior_band,students_ethnicity,did_the_pupil_join_within_the_last_2_yrs,took_english_bacc_9_4,took_english_bacc_9_5,took_english_and_maths_gcses_9_4,took_english_and_maths_gcses_9_5,entries,gcse_entries,entry_english_ebacc,entry_maths_ebacc,entry_science_ebacc,entry_humanities_ebacc,entry_language_ebacc,entry_all_ebacc,achieved_english_ebacc_9_4,achieved_english_ebacc_9_5,achieved_maths_ebacc_9_4,achieved_maths_ebacc_9_5,achieved_science_ebacc_at_grade_9_4,achieved_science_ebacc_at_grade_9_5,achieved_humanities_ebacc_at_grade_9_4,achieved_humanities_ebacc_at_grade_9_5,achieved_language_ebacc_at_grade_9_4,achieved_language_ebacc_at_grade_9_5,entry_triple_science,entry_multiple_languages,ks2_reading_level_finely_graded,ks2_mathematics_finely_graded,ks2_reading_ta_level,ks2_mathematics_ta_level,ks2_reading_ps,ks2_maths_ps,pupil_level_ebacc_average_point_score,point_score_in_english_ebacc_subject_area,point_score_in_maths_ebacc_subject_area,point_score_in_science_ebacc_subject_area,highest_point_score_achieved_in_humanities_ebacc_subject_area,highest_point_score_achieved_in_language_ebacc_subject_area,prior_attainment_score_in_english_and_mathematics,score_achieved_in_english,score_achieved_in_mathematics,score_achieved_in_1st_ebacc_slot,score_achieved_in_2nd_ebacc_slot,score_achieved_in_3rd_ebacc_slot,score_achieved_in_1st_open_slot,score_achieved_in_2nd_open_slot,score_achieved_in_3rd_open_slot,attainment_8_score,ebacc_slots_filled,open_slots_filled,pupils_adjusted_progress_8_score,pupils_unadjusted_progress_8_score,pupils_progress_8_score_has_been_adjusted_due_to_extreme_negative_score,progress_8_score_for_english,progress_8_score_for_mathematics,score_achieved_in_ebacc_slots,progress_8_score_for_ebacc_slots,score_achieved_in_open_slots,progress_8_score_for_open_slots,total_score_achieved_in_open_slots_gcses_only,total_score_achieved_in_open_slots_non_gcses_only,ks2_4_predicted_ps_for_ebacc_science_va,ebacc_science_va_score,ks2_4_predicted_ps_for_ebacc_humanities_va,ebacc_humanities_va_score,ks2_4_predicted_ps_for_ebacc_language_va,ebacc_language_va_score,pupil_level_science_pathway_flag
,,,,F,,15,401,0,752881092,,e7be3830-1d95-46f6-a64b-174be7a801c1,N,0,0,0,1,3,MWAS,0,,,Y,,8,7,1,1,1,1,,,1,1,1,,,,1,,,,,,5,3.821428571,5,6,1,0,3,6,3,2,5,0,,14,8,4,2,0,3,4,4,40,3,3,,,,0,0,11,-1,13,,9,5,2,-1,2,0,,,0
,,,,M,,15,401,1,661180946,,f2fcadc2-7126-4d4c-b903-d738300a9608,K,0,0,0,2,2,APKN,0,,,Y,,7,9,1,1,1,1,1,,,,1,1,,,,,,1,,,5.105263158,5.045454545,4,6,5,5,3,6,6,3,7,5,4,10,8,5,5,4,6,7,6,45,2,2,0,0,,0,0,14,0,21,0,21,0,4,0,4,2,4,1,0
,,,,M,,15,401,1,755683606,,60a0c763-2f71-4775-a1b7-05a90b9a4409,N,0,0,0,1,4,APKN,0,,,,,8,9,1,1,1,,1,,1,,,,1,1,,,,,,,5.421052632,5.681818182,5,4,3,2,4,5,7,5,1,3,4,8,13,6,2,4,1,5,4,43,3,2,0,0,,-1,0,16,0,13,0,12,1,4,0,,,4,0,0
,,,,M,,15,401,1,783330982,,a7162fd1-fcb7-434c-b903-0b2a56e24776,N,0,0,0,2,3,APKN,0,,,Y,,9,7,1,1,1,,1,,,,1,,,,,,1,1,1,,4.923076923,5.545454545,5,,4,5,3,2,5,3,0,3,5,5,12,5,4,0,4,5,4,48,2,3,-1,-1,,-2,0,15,-1,18,0,14,4,6,0,,,5,1,0
,,,,F,,15,401,1,680611230,,369bc9cc-bc6e-4f5d-9bf4-0d7ec77d1374,N,0,0,0,1,3,APKN,0,,Y,Y,Y,8,8,1,1,1,1,,,1,1,1,1,1,1,1,1,,,1,,5.421052632,5.818181818,4,6,4,4,4,8,6,6,6,1,5,14,9,3,7,6,4,3,3,55,2,2,0,0,,0,0,13,0,14,0,10,2,,,6,0,,,0
,,,,F,,15,401,0,691952073,,5cf70ee2-c6b7-4c65-a49a-b011ee43dafc,N,0,0,0,2,3,WBRI,0,Y,,Y,Y,9,10,1,1,1,1,1,,1,,,1,,1,1,1,1,1,,,4.923076923,4.666666667,4,3,1,1,5,7,6,6,7,5,,12,10,5,6,6,7,7,6,56,3,3,,,,1,1,17,1,20,,23,0,,,,,,,0
,,,,F,,15,401,1,740041780,,15b5c92f-454a-4f72-a0e4-b917558725f3,K,0,0,0,1,3,APKN,0,,,,Y,10,9,1,1,1,1,1,1,1,1,,1,,1,,1,,,1,,5.263157895,5.454545455,4,3,3,3,7,9,6,7,3,2,4,17,16,8,6,4,8,7,4,83,3,3,2,2,,2,1,24,1,21,2,21,2,3,1,,,4,-2,0
,,,,M,,15,401,1,816938469,,cf9d5b68-fd1b-40c7-a2cb-e3f901e9da63,N,0,0,0,2,1,APKN,0,,,Y,Y,6,4,1,1,1,1,,,,,,,,,,,,,,,4.230769231,3.107142857,4,,5,5,0,4,0,0,0,0,3,8,1,1,0,0,4,2,2,15,2,3,0,0,,0,-1,3,-1,12,0,6,8,2,0,1,0,,,0
,,,,F,,15,401,1,713792414,,ee559665-85ba-486e-85b3-9c37c82337e3,N,0,0,0,1,3,APKN,0,Y,,Y,Y,8,9,1,1,1,,1,,1,1,1,1,1,1,,,1,1,1,,5.421052632,5.636363636,4,5,4,4,7,9,8,7,5,3,5,17,14,7,8,7,7,6,6,80,3,3,0,0,,2,0,23,0,22,1,18,3,7,1,,,5,1,0
,,,,M,,15,401,1,781624975,,40cee87a-8da3-476a-ae0c-2aeec33cd003,N,0,0,0,1,3,WBRI,0,Y,Y,Y,Y,8,8,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,,5.473684211,5.909090909,5,5,5,4,7,7,6,8,8,2,5,14,14,8,8,6,7,5,3,78,3,2,0,0,,0,0,23,1,19,0,16,2,6,1,6,2,5,0,0
,,,,F,,15,401,1,703765470,,a4a0f264-54f9-43d2-8d73-7bd857c3bb4b,N,0,0,1,2,1,APKN,0,Y,Y,Y,Y,6,9,1,1,1,1,1,,,1,,,1,1,1,1,,,,,4.384615385,4.090909091,4,5,5,5,2,8,5,5,8,4,4,14,5,6,6,4,6,4,1,38,2,2,1,1,,0,0,17,2,10,0,4,5,3,2,4,2,4,0,0
,,,,M,,15,401,1,727111834,,ef8f8cc2-a377-4054-8bac-79cd19393d1e,N,0,0,0,1,2,WBRI,0,Y,,Y,Y,7,9,1,1,1,,1,1,1,1,1,1,1,1,,,,1,1,,5.631578947,5.454545455,,6,4,4,5,9,8,7,3,6,5,16,12,4,7,5,7,7,7,62,2,3,1,1,,1,1,16,0,23,2,20,3,6,1,,,5,0,0
,,,,M,,15,401,1,669142099,,a6d9f68c-a16d-430d-8ba4-9894d45a7c3c,K,0,0,0,2,2,APKN,0,Y,,Y,,9,10,1,1,1,1,,,,1,1,,,,1,,,,1,,3.857142857,5.090909091,,2,3,4,2,6,4,3,6,2,4,11,6,4,3,3,4,2,1,32,3,2,0,0,,0,0,12,0,6,0,3,0,4,0,3,-1,,,0
,,,,F,,15,401,1,761168079,,88a01f39-92c5-4085-a367-43cf03eeb951,K,0,0,0,2,2,WBRI,0,Y,,Y,Y,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.923076923,5.363636364,5,4,4,5,6,5,6,7,5,5,5,12,13,6,7,4,7,3,2,65,2,2,0,0,,0,0,19,0,15,0,14,0,6,1,6,0,6,0,0
,,,,F,,15,401,1,808195849,,47818ea3-0e37-4744-afc4-06f0b5ac83d2,N,0,0,0,1,2,APKN,0,,,Y,Y,9,7,1,1,1,1,,,,,1,1,,1,1,,1,1,1,,5.631578947,4.484848485,5,5,4,5,6,5,5,6,3,1,4,13,14,6,7,4,5,6,5,66,3,3,0,0,,0,1,20,0,18,0,13,4,3,0,4,0,,,0
,,,,F,,15,401,1,761969851,,23a530fb-6a8e-4673-9f17-34ddaf986030,N,0,0,0,1,4,WBRI,0,,Y,Y,Y,10,10,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,5.421052632,5.590909091,5,5,4,4,7,8,6,8,5,3,5,17,14,9,8,8,8,8,7,85,3,3,0,0,,-1,-2,26,0,23,0,20,1,7,0,,,,,0
,,,,M,,15,401,1,750589404,,b7181731-14df-4f82-8ec7-469d174fd387,N,0,0,0,1,2,WBRI,0,Y,,Y,Y,8,9,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,,4.846153846,4.545454545,5,,5,5,4,2,7,6,3,4,5,2,12,4,6,2,7,4,5,49,2,3,0,0,,0,0,14,0,15,0,13,1,5,0,,,5,0,0
,,,,M,,15,401,1,671449014,,7a3b5c48-3c46-45ac-ae93-e1a623ee0c7f,N,0,0,0,1,3,APKN,0,,,Y,Y,8,8,1,1,1,,1,,1,1,1,,1,1,,,1,1,1,,4.769230769,5.136363636,4,,3,4,5,6,6,7,0,5,5,11,12,6,6,7,8,7,6,76,2,3,0,0,,-1,0,19,0,20,0,16,1,7,0,,,,,0
,,,,M,,15,401,0,718667879,,2a8b0231-dae0-45bc-b1b2-3b617c58b843,N,1,0,1,2,4,APKN,0,,Y,Y,Y,7,9,1,1,1,,,,1,1,1,,1,1,,,,1,1,,5.526315789,5.727272727,5,6,1,2,4,3,8,6,3,3,,4,14,6,3,5,6,5,3,50,3,2,,,,-1,2,15,1,15,,13,4,4,1,,,,,0
,,,,F,,15,401,1,730651787,,36a80c7a-1ee9-40ea-a5d5-06df4bc3ed72,K,0,0,0,1,3,WBRI,0,,,Y,,6,8,1,1,1,1,,,,,,,,,,,,,,,5.473684211,4.363636364,4,6,3,1,2,3,3,3,3,3,3,5,6,3,4,1,5,2,3,28,2,2,0,0,,0,0,6,0,9,0,11,0,,,,,,,0
,,,,M,,15,401,1,629615966,,7794d652-205b-4f26-b31a-3a5aebf6eb0b,N,0,0,0,2,3,APKN,0,Y,Y,Y,Y,7,9,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,5.157894737,5.636363636,6,,3,3,4,8,6,6,8,6,5,14,9,3,7,6,6,5,4,47,2,2,0,0,,0,0,9,-1,14,-1,13,0,,,6,0,6,1,0
,,,,M,,15,401,1,781170689,,4e743e8f-0346-4da3-a8b9-edc7229b62a7,N,0,0,0,1,2,WENG,0,,,Y,Y,9,10,1,1,1,1,1,,1,1,1,1,,,,,,,,,5.473684211,5.409090909,5,5,5,5,3,4,5,4,1,2,5,9,10,4,5,3,5,5,3,55,3,3,0,0,,0,0,12,-2,14,0,17,0,7,-1,5,-2,5,-3,0
,,,,F,,15,401,1,798228747,,f766ac83-6974-4a4b-a899-d07b607ee8b5,N,1,0,1,2,3,ABAN,0,,Y,Y,,11,9,1,1,1,1,,,1,1,1,,1,1,1,1,,,1,,5.421052632,4.636363636,5,6,3,3,6,6,5,4,8,0,4,14,13,7,5,3,8,6,7,74,3,3,2,2,,1,1,20,2,24,3,20,9,2,1,3,1,,,0
,,,,F,,15,401,1,714083728,,343786aa-55c2-4c4c-b916-17da50cec024,N,0,0,0,1,2,BCRB,0,Y,Y,Y,Y,8,10,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,4.769230769,5.318181818,6,5,5,4,6,5,6,5,6,8,4,10,11,6,5,7,6,6,4,60,3,2,0,0,,0,0,19,0,20,0,23,1,5,0,6,0,5,0,0
,,,,F,,15,401,1,711664317,,e9f15b14-6d00-4fb0-87a1-ae35c6308e3d,N,0,0,0,1,2,WBRI,0,Y,,Y,Y,8,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,4.384615385,5.681818182,4,,5,5,5,7,6,6,7,4,5,13,12,6,6,7,4,6,3,58,2,2,0,0,,0,0,16,0,19,-1,23,1,7,0,7,0,6,0,0
,,,,F,,15,401,1,811868619,,7d0c2e54-6679-4265-bee7-6e8ff87defcd,N,0,0,0,1,3,WBRI,0,Y,,Y,Y,10,10,1,1,1,1,,,1,,1,,,1,1,1,,,,,5.210526316,5.772727273,5,6,4,3,7,3,7,7,6,1,5,9,18,9,8,7,8,7,5,78,3,3,0,1,,0,2,26,1,19,0,17,2,4,1,4,0,,,0
,,,,F,,15,401,1,788155673,,f3eab6cb-d65c-4331-aa95-8985f40606e4,N,1,0,1,1,2,WOTH,0,,,Y,,9,8,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,,,5.263157895,5.318181818,5,5,5,5,5,8,5,3,5,3,5,17,11,6,3,6,5,6,3,59,3,2,0,0,,0,1,18,0,20,0,19,1,4,0,4,0,4,0,0
,,,,F,,15,401,1,745126250,,1af79f4e-8129-4db0-8151-dc1f7c916a14,N,0,0,0,1,2,APKN,0,Y,Y,Y,Y,8,8,1,1,1,1,,,1,,,,,1,1,1,1,1,,,3.428571429,5.045454545,4,4,5,4,4,4,3,3,4,3,5,7,7,6,3,5,6,4,5,47,3,3,0,0,,0,0,16,0,17,0,15,2,5,-1,5,0,,,0
,,,,M,,15,401,1,768121273,,caea7eb5-f9df-4273-ac15-4e512c18163f,N,0,0,0,1,2,AIND,0,,,Y,Y,9,8,1,1,1,1,,,1,1,,1,,,1,,,,,,5.157894737,4.848484848,5,4,3,4,3,6,4,2,1,1,3,11,8,4,2,3,5,2,1,40,3,3,0,0,,0,0,13,0,9,0,5,7,3,0,,,,,0
,,,,M,,15,401,1,820206207,,9fa17550-1c35-4128-9f63-238962bd050e,N,0,0,0,1,2,WBRI,0,,Y,,,7,7,1,1,1,1,,,,,,,,,,,,,,,3.571428571,3.857142857,4,5,4,4,1,3,1,1,2,0,4,7,4,2,2,0,4,2,2,23,2,3,0,0,,0,0,4,0,3,0,2,2,2,0,2,0,,,0
,,,,F,,15,401,1,720629774,,797c54c9-f2ea-41ce-91b4-3d714cc6fc71,N,0,0,0,1,3,WBRI,0,,,Y,Y,11,10,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,,5.315789474,5.681818182,5,5,5,5,5,6,6,2,5,3,5,11,14,6,3,4,5,6,5,65,3,3,0,0,,0,0,19,-1,19,0,19,3,7,-1,6,0,6,0,0
,,,,F,,15,401,1,770520042,,734bd92a-c2ac-4f8d-8be5-0130553c6520,N,0,0,0,1,3,APKN,0,Y,Y,Y,Y,11,12,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,,5.631578947,5.772727273,5,5,5,5,7,8,8,8,2,5,5,16,18,8,8,8,8,7,5,87,2,2,1,1,,2,1,23,1,21,1,22,0,7,1,,,6,0,0
,,,,F,,15,401,0,654327658,,81358f21-55d0-4fcd-bfc5-25c0b6e376ae,K,1,0,1,2,4,WBRI,0,,,Y,Y,7,9,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,,,5.636363636,,2,0,0,3,7,4,4,8,3,,13,6,6,6,6,7,5,5,58,2,3,,,,2,0,16,2,17,,18,0,,,,,,,0
,,,,F,,15,401,1,774090372,,07f6235f-4c84-4e0f-9584-1e9a50ae1002,E,0,0,0,1,4,AIND,0,Y,Y,Y,Y,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,3,5,5,5,7,7,7,4,5,10,5,16,17,7,4,5,8,7,6,84,3,3,0,0,,0,-1,19,-2,23,0,24,0,7,-2,7,0,5,0,0
,,,,M,,15,401,1,824422174,,8f79de64-ae9b-46a9-b7b0-09f303a0ab01,N,0,0,0,2,3,MWAS,0,,Y,Y,,9,8,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,,5.052631579,5,6,,3,3,5,4,3,6,6,2,4,10,10,7,6,4,6,4,2,60,3,2,0,0,,0,0,21,0,13,0,13,0,4,0,4,0,,,0
,,,,F,,15,402,1,670648336,,df0d815f-e098-4557-853e-a0eb342f12cf,N,1,0,1,1,3,WBRI,0,,,,,6,6,1,1,1,1,,,,,,,,,,,,,,,4.846153846,4.212121212,4,5,3,2,0,1,1,0,3,0,3,1,1,0,0,0,1,1,1,6,2,2,-1,-1,,-1,-1,0,-2,4,0,0,5,2,-1,3,0,,,0
,,,,M,,15,401,1,772827254,,b5b4d083-cd03-4537-bdec-864f827e0003,N,0,0,0,1,3,WBRI,0,Y,Y,Y,Y,8,9,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,5.315789474,5.636363636,5,6,4,5,7,3,6,7,7,9,5,5,13,7,8,7,5,5,6,68,2,2,0,0,,-1,0,23,0,19,-1,20,0,6,1,6,0,5,1,0
,,,,M,,15,401,1,684021390,,fc7004b0-d0a5-4d97-aa39-5581c870c52e,K,0,0,0,1,1,WBRI,0,,,Y,Y,7,7,1,1,1,1,,,,,1,1,,,,,,,,,4.615384615,4.666666667,5,5,5,5,2,3,5,0,1,1,4,5,10,2,0,0,5,2,2,33,2,3,-1,-1,,-1,0,4,-2,7,0,2,3,4,0,3,-2,4,0,0
,,,,F,,15,401,1,802806235,,54f97898-99f8-4fd6-a052-51d31c45fcea,N,0,0,0,2,3,APKN,0,Y,,Y,Y,12,11,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,,,5.590909091,4,5,4,5,8,7,7,8,2,7,5,15,18,10,8,8,8,8,8,87,3,3,1,1,,1,1,27,1,26,2,26,5,5,0,,,5,0,0
,,,,M,,15,401,1,616280512,,f22c67c9-9383-4692-b46f-22e0f2beea42,K,0,0,0,2,1,AIND,0,,Y,,Y,4,6,1,1,1,,,,,,,,,,,,,,,,0.5,3.357142857,,5,5,5,0,3,0,1,0,0,4,5,0,0,0,0,3,0,0,4,1,1,-2,-2,,-2,-1,0,-3,6,-2,4,0,4,-1,4,-2,,,0
,,,,F,,15,401,1,815782025,,bdd97941-99c3-418c-bb8b-f11b2c21413f,N,0,0,0,2,1,WBRI,0,,,Y,,10,8,1,1,1,1,,,1,,1,,1,1,,,,1,,,4.647058824,3,4,5,5,5,7,9,5,8,3,2,5,18,16,8,8,6,8,7,6,83,3,3,2,2,,3,2,25,2,23,2,24,1,6,1,5,0,6,3,0
,,,,F,,15,401,1,722825236,,d96da19f-a913-4cf5-9df8-aeebfbdbd2cd,N,0,0,0,1,3,ASLT,0,,Y,Y,Y,5,6,1,1,1,1,,,1,1,1,,1,1,1,1,,,,,,5.318181818,5,4,4,2,3,6,4,4,6,0,4,10,6,4,4,1,5,3,5,38,2,3,0,0,,1,0,11,0,12,1,7,6,4,1,,,,,0
,,,,F,,15,401,1,724651266,,169efe19-5f27-461b-9906-90d653ba3923,N,0,0,0,1,2,APKN,0,Y,,Y,,8,8,1,1,1,,1,,1,,1,,,,,,,,,,4.923076923,3.285714286,6,6,4,3,3,5,3,7,1,3,3,11,7,4,5,3,6,8,5,44,2,3,0,0,,0,0,12,0,18,0,17,2,3,0,,,,,0
,,,,M,,15,401,1,642480309,,efe5b8b4-1a01-4adf-8d4e-d8f2f7e7ba5e,K,0,0,1,1,1,APKN,0,,,Y,,7,9,1,1,1,1,1,1,,,1,,,,,,1,,,,4.846153846,4.454545455,4,4,5,4,3,4,4,4,3,6,4,6,6,3,4,5,3,1,1,31,2,2,-1,-1,,-1,-1,9,0,7,-2,11,0,4,-1,4,-2,4,0,0
,,,,F,,15,401,1,735386294,,2145b88e-3692-4ab4-bb85-03f5c1be2cfc,N,0,0,0,2,3,AIND,0,Y,Y,Y,Y,9,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.684210526,5.636363636,5,6,5,5,8,9,10,8,9,10,5,17,19,9,8,9,8,8,8,88,3,3,1,1,,1,0,27,1,26,2,26,1,8,1,7,0,6,0,0
,,,,F,,15,401,1,730469157,,3e073c96-dc01-4373-a492-239308d31ddb,N,0,0,0,1,3,WBRI,0,,,,Y,8,9,1,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,,5.368421053,5.227272727,5,5,4,4,5,7,4,5,5,3,4,14,9,7,6,3,6,2,0,54,3,2,0,0,,0,0,21,0,9,0,7,0,4,0,3,-1,4,0,0
,,,,M,,15,401,1,528085256,,33a21784-960d-4529-befd-941ea4e4e957,K,0,0,0,1,2,WBRI,0,Y,,Y,Y,6,10,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,,5.315789474,5.727272727,5,5,4,5,3,6,6,3,7,6,5,7,7,3,5,4,5,1,4,39,2,2,0,0,,-1,0,10,0,12,-1,12,0,,,5,0,5,0,0
,,,,F,,15,401,1,724547988,,3a0106ce-ba9d-480c-b404-8160ef582ec4,K,1,0,1,1,3,APKN,0,Y,,,,7,8,1,1,1,1,,,,,1,,,,1,1,,,1,,5.473684211,5.545454545,6,2,2,2,3,5,4,6,8,2,5,8,6,4,6,5,5,4,3,36,2,2,-1,-1,,-2,-1,11,-1,12,-2,11,1,,,,,,,0
,,,,F,,15,401,1,800235948,,69ccb670-6c3e-4702-bba9-56df3ad52e76,N,0,0,0,1,3,WBRI,0,Y,Y,Y,Y,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,5,5,5,9,8,8,8,8,9,5,16,19,10,7,8,8,7,8,88,3,3,2,2,,1,2,27,3,25,1,25,0,6,2,6,1,5,1,0
,,,,M,,15,401,1,674627699,,763e947f-8e29-4878-b869-a0e896166ba4,N,0,0,0,2,2,APKN,0,,Y,Y,,6,5,1,1,1,1,,,1,,,,,,1,,,,,,4.153846154,4.757575758,4,6,5,5,2,5,3,2,4,1,5,9,6,1,2,0,5,5,6,39,2,3,-1,-1,,0,0,4,-3,16,0,17,3,6,-2,6,-2,,,0
,,,,M,,15,401,1,797036102,,253fd61a-7a93-496d-bc54-3bd9455b13bb,N,1,0,1,1,3,WOTH,0,Y,Y,Y,Y,10,10,1,1,1,,1,,1,,1,1,1,1,,,1,1,1,,5,5.909090909,5,4,1,2,5,2,6,8,1,5,5,3,13,6,6,4,6,4,2,53,2,3,0,0,,-1,1,18,0,8,0,6,3,5,0,,,,,0
,,,,M,,15,401,1,737527284,,55893682-3e70-4bca-84bc-49800962ad1f,N,0,0,0,2,4,AIND,0,Y,Y,Y,Y,10,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5.590909091,4,6,4,2,8,9,7,7,9,5,5,18,15,8,8,8,8,8,6,83,3,3,1,1,,3,0,24,1,23,1,24,0,,,5,0,,,0
,,,,F,,15,401,1,797942637,,f1ac6d01-369e-4406-924b-0fbcc198eee4,N,0,0,0,1,2,WBRI,0,Y,Y,Y,Y,11,10,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,,4.769230769,5.318181818,4,6,4,5,7,8,8,8,1,8,5,16,17,8,8,6,8,8,8,83,3,3,1,1,,0,1,25,1,25,2,26,1,7,1,,,6,0,0
,,,,F,,15,401,1,805275996,,a32c4fc2-a17a-4541-8560-55fc2d26eb33,N,0,0,0,1,2,MOTM,0,,,Y,,8,7,1,1,1,,1,,1,1,1,,,,,,,,,,4.076923077,3.678571429,,5,4,4,3,5,3,4,1,3,4,10,8,5,5,2,5,5,3,43,3,3,0,0,,0,0,15,1,13,0,11,3,2,1,,,3,1,0
,,,,F,,15,401,1,792400264,,e7080f8b-a0e2-4297-ba55-151007ce4874,N,0,0,0,1,2,WBRI,0,,,Y,Y,6,6,1,1,1,1,,,1,1,1,,,1,,,,,,,4.230769231,4.939393939,,4,3,4,4,7,5,4,5,0,5,14,9,5,5,3,7,5,2,46,3,2,0,0,,1,0,14,0,13,0,7,5,5,0,6,0,,,0
,,,,F,,15,401,1,585659801,,802404ac-c9b8-47a2-88fa-d4bf58743559,E,0,0,0,1,2,AIND,0,,,Y,,4,7,1,1,1,1,,,1,,1,1,1,,,1,,,,,5.210526316,5,5,4,5,4,0,4,1,0,4,2,4,5,1,1,0,1,1,0,0,10,2,2,0,0,,0,-1,2,0,2,0,1,5,4,0,3,0,4,1,0
,,,,F,,15,401,1,668513644,,73a7d64c-8cb1-4d81-86e3-7bae1792d256,N,0,0,0,2,3,BNGN,0,,,Y,Y,7,9,1,1,1,,1,1,1,,1,1,1,1,1,,,,1,,5.473684211,5.636363636,5,4,3,3,4,8,4,5,5,5,5,17,7,6,6,5,5,5,5,57,2,2,0,0,,1,0,14,0,16,0,18,0,,,,,5,1,0
,,,,F,,15,401,0,792618603,,b0765ce4-e315-4b0d-970f-aa2afaa591d0,N,0,0,0,2,3,WOTH,0,Y,Y,Y,Y,10,10,1,1,1,1,1,1,,,1,1,,,,1,1,1,1,,5.684210526,5.5,6,W,2,2,6,8,4,7,6,5,,16,10,6,6,7,7,5,5,66,3,3,,,,1,0,20,0,19,,17,3,5,0,5,0,,,0
,,,,F,,15,401,1,688942693,,8d17e710-78e5-408a-9418-558d7ba3eac7,K,0,0,0,1,3,APKN,0,,,Y,Y,6,6,1,1,1,1,,,1,1,1,1,1,1,1,,,,,,5.421052632,5.090909091,5,6,4,4,4,8,6,5,8,0,5,15,11,4,5,6,5,4,5,55,3,2,0,0,,1,0,15,-1,16,-1,18,1,6,0,5,-1,,,0
,,,,M,,15,401,1,778441964,,7e17353a-10ef-4810-997e-d030f5267269,N,0,0,0,1,3,APKN,0,Y,Y,Y,Y,7,6,1,1,1,,,,1,,1,,1,1,1,1,1,1,,,5.473684211,5.727272727,,4,3,4,6,2,6,7,3,2,5,7,14,6,5,4,6,5,5,65,2,2,0,0,,-1,0,16,0,17,0,17,0,4,1,,,,,0
,,,,M,,15,401,1,746769086,,2c56cd99-fb7b-48ba-85aa-63ccc84f09af,K,0,0,0,1,3,WBRI,0,,Y,Y,Y,10,10,1,1,1,,,,1,1,1,1,1,1,1,,,,1,,4.923076923,5.5,5,4,3,4,7,5,7,8,3,0,4,10,16,9,8,8,8,7,6,79,3,3,1,1,,0,2,27,2,22,1,22,2,3,2,,,,,0
,,,,F,,15,401,1,733671513,,3e073c96-dc01-4373-a492-239308d31ddb,N,0,0,0,1,2,WBRI,0,Y,,Y,Y,7,10,1,1,1,,1,1,1,,1,1,,1,1,1,1,1,,,4.153846154,4.333333333,3,5,5,5,4,8,8,6,4,8,5,13,10,7,5,4,6,6,6,49,2,3,2,2,,0,2,19,2,19,2,19,1,6,2,6,3,5,1,0
,,,,F,,15,401,0,810723697,,ab4340ea-4e9a-4aed-af40-f4bbc4ca671a,N,0,0,0,1,4,WBRI,0,Y,Y,Y,Y,11,10,1,1,1,1,1,1,1,1,,,1,1,,1,1,1,1,,5.315789474,5.636363636,6,3,1,2,8,7,7,8,7,9,,15,16,7,8,8,8,8,8,82,3,3,,,,0,3,23,1,26,,25,4,,,,,5,2,0
,,,,M,,15,401,1,566506659,,4db4f936-7c63-4943-a496-da007a90be00,E,0,0,0,1,4,WBRI,0,,Y,Y,,7,10,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,,,5.636363636,5,4,3,3,4,7,8,6,3,5,4,13,12,6,6,5,6,5,3,57,2,2,0,0,,0,0,17,0,12,0,8,0,,,,,,,0
,,,,M,,15,401,1,803891991,,d2116d24-3251-4eb1-ab55-8a27ce3bde5e,N,0,0,0,1,3,WBRI,0,,,Y,Y,8,8,1,1,1,1,,,1,1,1,1,1,1,1,1,,,1,,5.631578947,5.5,4,5,4,4,4,8,5,4,6,0,4,15,10,5,5,6,6,5,5,60,3,3,0,0,,0,0,18,0,19,0,15,5,3,0,4,1,,,0
